999.6545	299.314	17.094		
302.1218	299.208	16.1961	0.0	0.0
901.7812	300.5738	12.9723	0.0	0.0
1493.7245	303.1727	10.0615	0.0	0.0
2079.9551	305.8254	8.1223	0.0	0.0
2661.3223	308.4228	6.8346	0.0	0.0
3238.3374	311.0698	5.8056	0.0	0.0
3811.2468	313.601	4.9173	0.0	0.0
4380.1689	316.1286	4.0777	0.0	0.0
4945.3335	318.6781	3.3122	0.0	0.0
5507.0088	321.2306	2.6278	0.0	0.0
6065.4316	323.7415	2.0381	0.0	0.0
6620.7681	326.1445	1.5437	0.0	0.0
7173.0889	328.3706	1.1464	0.0	0.0
7722.3828	330.3665	0.8372	0.0	0.0
8268.5918	332.1133	0.5971	0.0	0.0
8811.6797	333.6189	0.4139	0.0	0.0
9351.6299	334.8872	0.2811	0.0	0.0
9888.4961	335.9322	0.1891	0.0	0.0
10422.3926	336.7978	0.1258	0.0	0.0
10953.5586	337.5478	0.0822	0.0	0.0
11482.3545	338.2488	0.0528	0.0	0.0
12009.293	338.9613	0.0336	0.0	0.0
12535.042	339.7986	0.0216	0.0	0.0
13060.6602	341.0463	0.014	0.0	0.0
13587.9688	343.3115	0.0091	0.0	0.0
14120.1074	347.5442	0.0059	0.0	0.0
14661.5117	354.3331	0.0038	0.0	0.0
15217.375	363.845	0.0022	0.0	0.0
15793.1533	375.9056	0.0012	0.0	0.0
16394.1367	390.0531	0.0005	0.0	0.0
17025.3047	405.7038	0.0001	0.0	0.0
17691.4121	422.3402	0.0	0.0	0.0
18397.416	439.6928	0.0	0.0	0.0
19149.2402	457.8656	0.0	0.0	0.0
19955.0332	477.5859	0.0	0.0	0.0
20827.7031	500.9604	0.0	0.0	0.0
21786.8516	529.2994	0.0	0.0	0.0
22858.7188	562.073	0.0001	0.0	0.0
24077.166	597.9237	0.0001	0.0	0.0
