hours_after_init,x_center,y_center,vmax_3D,vmax_2D,min_pres,t2,w_max_inner,w_max_outer,w_mean_lower_inner,w_mean_lower_outer,w_mean_upper_inner,w_mean_upper_outer,w_mean_inner,w_mean_outer,w_min_inner,w_min_outer,w_mean_upward_inner,w_mean_upward_outer,pw_inner,pw_outer,updrafts_inner,updrafts_outer,inflow_strength,melt_level_inner,melt_level_outer,echo_top_inner,echo_top_outer,cape_outer,cloud_base_height,lcl_pdiff,theta_e,theta_e_inner,theta_e_outer,rinner_v,router_v,rinner_p,LHF_inner,LHF_outer,precip_inner_v,precip_outer_v,precip_max_inner_v,precip_max_outer_v,precip_sum_inner_v,precip_sum_outer_v,conv_precip_inner,conv_precip_outer,strat_precip_inner,strat_precip_outer,conv_precip_max_inner,conv_precip_max_outer,strat_precip_max_inner,strat_precip_max_outer,inner_count,outer_count,strat_count_inner,strat_count_outer,conv_count_inner,conv_count_outer,dcc_count_inner,dcc_count_outer,occ_count_inner,occ_count_outer,wcc_count_inner,wcc_count_outer,dwcc_count_inner,dwcc_count_outer,bsr_count_inner,bsr_count_outer,qr_mean_inner,qr_mean_outer,qs_mean_inner,qs_mean_outer,qg_mean_inner,qg_mean_outer,qc_mean_inner,qc_mean_outer,qi_mean_inner,qi_mean_outer,ni_mean_inner,ni_mean_outer,nr_mean_inner,nr_mean_outer,nc_mean_inner,nc_mean_outer,PE_max_outer,PE_max_inner,PE_mean_outer,PE_mean_inner
5.0,[251],[254],16.830519,10.040834246125332,99240.11,299.0437,24.0426,4.986267,0.0031174868,-0.006135922,0.002320871,-0.0041107456,0.0025234013,-0.004625621,-4.663451,-1.3251842,0.079816855,0.010243518,47.173138,46.353043,11,0,0.6074324468860272,4.1261606,4.0709314,14.159834,0.20089497,2386.0488,1.1816210746765137,49.04941,350.29932,352.36185,351.22278,152.805,192.885,132.765,172.57207,165.8938,0.37272215,0.00051525264,10.482021,0.0042607887,3002.2769,0.058223546,0.7815965887871815,4.5758145623270297e-10,0.10587159084081339,0.0005492786989567749,10.48202133178711,9.71166924657041e-10,6.721452713012695,0.004260788671672344,26317,15612,851,0,3369,9,138,0,1595,0,0,0,0,0,0,0,8.035153e-05,6.765134e-08,7.1586015e-05,,5.5521945e-05,,0.00046576557,0.00015127395,6.9898997e-06,,1615176.1,,170.98532,0.5390462,150445950.0,125570110.0,0.009899911,22.806988,0.0011918972,0.8035053
5.25,[263],[244],15.714846,10.384340750760046,99257.66,299.063,15.289642,5.9841175,0.0034897758,-0.013686897,0.0026238402,-0.0049477834,0.0028439942,-0.0071695917,-3.7729,-1.9323611,0.070557274,0.015978692,46.956238,46.147316,2,0,0.5557753046574057,4.1020594,4.0705247,13.094612,0.20080628,2347.875,1.2750823497772217,51.70875,350.053,351.98398,351.029,182.86499999999998,192.885,152.805,178.0123,163.26738,0.24868397,0.006097393,9.101774,0.15893926,2683.3,0.32316184,0.5857125903348239,0.0128010864881877,0.11245142910750182,0.003690939927924096,9.101774215698242,0.15893925726413727,7.988034248352051,0.04870055615901947,37673,4256,1239,14,3265,21,73,0,1679,1,0,0,0,0,0,0,6.2240106e-05,2.5000095e-06,7.348612e-05,,3.1476866e-05,,0.0004572728,0.00031017116,4.5608317e-06,,1396892.5,,129.06155,12.245199,192540180.0,269645200.0,0.36175436,19.015144,0.013984657,0.53771275
5.5,[263],[244],15.52535,10.389262191888665,99257.734,299.08005,20.231018,7.9943137,0.007481118,-0.016465617,0.0034903707,-0.0012103867,0.0045049638,-0.0050888318,-3.7911558,-3.106763,0.085983366,0.02991208,46.98834,45.974365,3,0,0.40947886414203416,4.090346,4.071228,12.050931,5.1966023,2320.8306,1.4668766260147095,51.606003,349.8377,351.9335,351.00186,182.86499999999998,192.885,172.84500000000003,179.62488,164.14864,0.20264968,0.045968052,6.6008487,1.5255643,2633.4326,16.77834,0.46089945746743555,0.09339855395028898,0.0956452453631803,0.007268546148235074,6.60084867477417,1.5255643129348755,5.2080559730529785,0.4049242436885834,37673,4256,1589,57,4015,186,81,0,2110,77,0,0,0,0,0,0,6.926452e-05,5.4797143e-05,6.980776e-05,,2.5648647e-05,7.997618e-12,0.00055275485,0.00057551527,3.5877179e-06,,1182052.8,,136.5402,85.52752,231951280.0,327436380.0,3.0524077,14.593813,0.098989524,0.4403131
5.75,[265],[246],15.509246,10.415253505901415,99274.67,299.09134,24.51894,9.512983,0.011895336,-0.004797016,0.0025957085,0.0060433303,0.0049600187,0.0032873128,-4.871647,-2.8781567,0.104804054,0.04422114,47.17199,45.95124,15,0,0.39231877600636295,4.090663,4.072613,13.094494,8.135144,2327.3499,1.6144673824310303,51.369907,349.6562,351.96835,351.0937,172.845,192.885,172.84500000000003,182.45805,166.61084,0.21887857,0.18846396,9.23755,4.5111313,3058.828,361.66232,0.5103368569686534,0.3667685350950398,0.10665702355174532,0.10930686872685567,9.237549781799316,4.511131286621094,5.930535793304443,3.4946653842926025,33689,8240,1536,270,4068,640,120,2,2166,367,0,0,0,0,0,0,6.917874e-05,6.069145e-05,7.277e-05,2.0966971e-07,3.160604e-05,2.2866801e-05,0.0005575802,0.0005915646,3.540728e-06,2.7200355e-07,1053019.8,12700.909,160.49161,106.1516,221086820.0,261640240.0,10.2943535,20.754845,0.42343214,0.47663993
6.0,[258],[241],18.19355,10.427807075310485,99168.73,299.09766,21.643024,11.5048485,0.010262407,0.0027864133,0.001068588,0.003994158,0.0034060015,0.0036871047,-5.3335075,-2.3482163,0.111330055,0.050810475,47.163734,45.91377,8,0,0.4776657893529007,4.090788,4.0721765,14.51553,7.0570016,2332.0398,1.7031584978103638,51.73009,349.49673,351.8097,350.99115,182.86499999999998,192.885,112.725,181.4794,165.05557,0.21386978,0.1698461,10.047561,5.2950826,3412.0784,201.43747,0.6021125273118927,0.43776993636098804,0.09469669491725662,0.11517328229071186,10.047560691833496,5.2950825691223145,7.55440092086792,3.58232045173645,37673,4256,1742,129,3934,215,137,0,2011,133,0,0,0,0,0,0,6.305801e-05,4.854385e-05,8.55339e-05,5.1531774e-06,3.0415427e-05,4.7274507e-06,0.00056953216,0.00055876205,4.055234e-06,6.0620624e-07,1187094.5,45364.223,151.75003,86.909294,234477420.0,242556930.0,11.49622,22.263464,0.3846626,0.46498582
6.25,[246],[263],17.201918,9.921037418000838,99186.7,299.1026,25.015509,14.531908,0.010504125,-0.00016670628,0.0043569882,-0.0047296733,0.0059198183,-0.0035695964,-5.135661,-3.1506615,0.13519445,0.05458012,47.50499,46.073036,12,0,0.9999557880861842,4.0988593,4.071842,13.467952,10.9955435,2355.9165,1.7351065874099731,52.804695,349.36407,351.76505,351.06668,162.825,187.875,112.725,177.06056,166.00113,0.2400247,0.1008393,11.641471,6.5349183,2950.3835,232.13208,0.6624919187514434,0.37656343524297825,0.08363030841791402,0.053552258495656736,11.641470909118652,6.534918308258057,4.869390487670898,3.314333438873291,29861,9904,1189,148,3471,365,184,12,1676,152,0,0,0,0,0,0,7.2430215e-05,2.5974367e-05,0.00010167283,3.7156748e-05,3.3607856e-05,3.1337928e-05,0.0005706497,0.00046808092,4.244744e-06,3.0301405e-06,1284636.6,461846.44,189.26093,66.01828,252754610.0,232099760.0,14.817934,24.31231,0.22625655,0.51337
6.5,[255],[264],16.1695,10.103565204386808,99194.27,299.10648,24.536816,3.9713004,0.010406091,0.007923029,0.004610648,-0.003254277,0.0060840645,-0.00041258882,-5.3090987,-1.7765629,0.13173452,0.054872807,47.28273,46.12576,24,0,2.084924987358855,4.089445,4.070888,14.183849,9.20495,2356.1453,1.7632877826690674,53.44522,349.25888,351.55884,350.94556,182.86499999999998,187.875,32.565,178.58914,163.24182,0.23843321,0.09507081,15.4587755,5.902171,3126.5747,42.876934,0.6495355765540749,0.6348070088454485,0.07835680359615675,0.03672095072546571,15.458775520324707,5.9021711349487305,7.100882530212402,1.3275712728500366,37673,2092,1208,16,3939,49,185,0,1792,14,0,0,0,0,0,0,7.62928e-05,1.555648e-05,0.00011113015,2.7591195e-05,3.3603035e-05,1.2450443e-05,0.00063503004,0.0003698863,4.0411937e-06,1.8766204e-06,1268495.0,249648.53,203.68849,38.88116,296029800.0,195431550.0,13.329254,31.516903,0.21703488,0.50869125
6.75,[260],[227],18.373505,10.652339843993492,99188.85,299.1096,29.398045,,0.00890947,,0.0039219772,,0.0051899846,,-6.389934,,0.12793298,,47.001835,,44,0,0.48315535342061616,4.0873585,,14.907963,,,1.7419013977050781,53.780098,349.17816,351.33966,,212.92499999999998,212.92499999999998,22.545,182.54665,,0.25954616,,12.171823,,3896.3071,0.0,0.657706621297221,,0.07643800381359755,,12.171822547912598,,4.4319987297058105,,51101,0,1481,0,5133,0,259,0,2125,0,0,0,0,0,0,0,9.425363e-05,,0.00011673578,,3.7500387e-05,,0.0006051966,,4.460125e-06,,1425329.0,,254.36203,,279604260.0,,,25.838078,,0.55277705
7.0,[270],[238],20.021336,10.861947555541992,99170.984,299.11264,30.699234,,0.011596992,,0.006640167,,0.007900381,,-7.745455,,0.14886548,,47.168728,,37,0,0.624895527197454,4.0881968,,15.63455,,,1.7802581787109375,54.642857,349.11215,351.32718,,202.905,202.905,62.62500000000001,187.2742,,0.35012606,,15.13444,,4728.8027,0.0,0.7876323162769026,,0.1291790113101078,,15.134440422058105,,15.089488983154297,,46393,0,1312,0,4886,0,308,0,2152,0,0,0,0,0,0,0,9.732758e-05,,0.00014119917,,4.0514275e-05,,0.0006382002,,4.9603887e-06,,1633962.4,,273.4078,,286080960.0,,,32.990623,,0.74902064
7.25,[259],[279],18.239431,9.66463352755068,99125.06,299.11606,20.341454,,0.0096897725,,0.0059349616,,0.0068895724,,-4.7578464,,0.13528812,,46.85911,,34,0,2.2533295315345923,4.0828805,,14.155064,,,1.8562618494033813,55.027054,349.06808,350.7974,,232.965,232.965,42.585,168.38275,,0.3438351,,17.323435,,5190.5347,0.0,0.8024891601440006,,0.11484964233270953,,17.323434829711914,,5.111230850219727,,61141,0,1537,0,5271,0,381,0,2250,0,0,0,0,0,0,0,9.095219e-05,,0.00014716884,,3.7591213e-05,,0.0006091441,,4.6641703e-06,,1651605.5,,287.12384,,292120640.0,,,35.514957,,0.7315631
7.5,[252],[256],17.58392,10.642339053264884,99203.555,299.12006,29.703098,13.175392,0.031302914,-0.0012927103,0.022348065,-0.0019670215,0.024624737,-0.0017955839,-4.9762125,-4.059945,0.2320808,0.080590546,48.12048,46.29485,32,0,1.5463348489675381,4.094131,4.0709896,14.8688755,9.208564,2368.1636,1.9187896251678467,55.061695,349.04517,351.22684,351.07562,152.805,192.885,142.785,195.03596,171.86493,0.46240076,0.092289366,15.227607,3.1219485,5139.122,123.852325,0.9382055599686467,0.2978816511283954,0.15198874906540139,0.0456834370319427,15.227606773376465,3.121948480606079,9.1387300491333,2.890258312225342,26317,15612,1333,113,4616,291,353,2,2195,130,0,0,0,0,0,0,0.00011183383,4.7614143e-05,0.0001973701,2.5215084e-05,4.2986358e-05,1.2646837e-05,0.00066542946,0.00060129695,4.767239e-06,1.065707e-06,1738374.4,229189.69,332.0552,126.06928,303397600.0,366196830.0,6.6830287,29.634893,0.20379382,0.97600013
7.75,[251],[230],18.401094,10.913195405201035,99231.74,299.12415,31.584337,13.018415,0.026842194,0.0031160577,0.020219287,-0.0018979146,0.021903066,-0.0006231767,-6.976728,-3.4309318,0.22039108,0.08183559,47.862244,46.32445,53,0,0.8687202673054684,4.086864,4.070792,15.2461195,8.127538,2345.8018,1.9425643682479858,54.83329,349.04333,351.20306,350.97754,172.845,187.875,142.785,199.86292,173.98227,0.45515543,0.070176385,14.18893,1.6040252,5927.034,21.895033,0.9000806207455725,0.18806896605316856,0.14321371746966566,0.026031582502533377,14.188929557800293,1.5152904987335205,8.478351593017578,1.6040252447128296,33689,6076,1497,22,5804,99,440,0,2508,32,0,0,0,0,0,0,0.00010919937,8.84328e-05,0.00021033104,6.7566375e-06,4.736118e-05,4.917665e-07,0.0006551255,0.00051963294,4.960361e-06,7.508545e-07,1789566.2,112210.71,337.23663,139.57588,311917280.0,368638140.0,3.6354623,28.202263,0.15143372,0.9534793
8.0,[256],[254],17.265516,10.994531392049389,99200.5,299.1289,29.71738,12.667059,0.034363616,-0.004825402,0.025726607,-0.003454697,0.027922466,-0.0038031836,-5.8061743,-3.5591984,0.26028648,0.09294457,48.142746,46.289963,42,0,2.5447481343360407,4.0904717,4.070955,14.879691,9.5626545,2362.1138,1.9680421352386475,54.39907,349.05313,351.0715,351.01727,162.825,192.885,152.805,199.12453,171.91371,0.48399618,0.13326158,17.75157,3.0492258,6683.9873,157.51518,0.9341111095875955,0.2913085333455868,0.1481601168452052,0.07608790793828994,17.751569747924805,2.615328311920166,6.749143123626709,3.0492258071899414,29861,12068,1568,119,6300,355,502,0,2781,177,0,0,0,0,0,0,0.00011259335,5.7806315e-05,0.000237153,3.0043717e-05,4.826113e-05,1.4468199e-05,0.0006603442,0.0006475405,5.0080585e-06,1.2229168e-06,1898785.8,178934.1,362.6077,103.998764,290784580.0,419483360.0,6.8493476,39.462196,0.29510507,1.0235012
8.25,[250],[260],17.503973,10.411798468221983,99205.29,299.1337,28.968887,,0.023464376,,0.018133374,,0.019488698,,-6.4059796,,0.20876399,,47.505276,,68,0,1.3233253247023413,4.0803514,,14.922238,,,1.9121172428131104,53.8104,349.066,350.87036,,202.905,202.905,152.805,186.2219,,0.46049666,,13.827171,,7671.414,0.0,0.911148716114928,,0.14422548107593766,,13.827171325683594,,9.766168594360352,,46393,0,1872,0,7400,0,526,0,3381,0,0,0,0,0,0,0,0.00010582492,,0.0002454878,,4.7990434e-05,,0.0006195395,,4.7530257e-06,,1836124.9,,359.15436,,297686050.0,,,27.926361,,0.9800309
