1001.6305	303.3276	22.4031		
308.2794	303.258	21.3541	0.0	0.0
920.1664	305.0832	17.0485	0.0	0.0
1524.444	308.0924	13.891	0.0	0.0
2123.5652	311.3486	11.6599	0.0	0.0
2718.5618	314.5642	10.0888	0.0	0.0
3309.7781	317.6767	8.689	0.0	0.0
3897.1875	320.6105	7.3891	0.0	0.0
4480.6904	323.3641	6.2305	0.0	0.0
5060.3169	326.0221	5.2231	0.0	0.0
5636.332	328.7457	4.3457	0.0	0.0
6209.1318	331.5046	3.615	0.0	0.0
6779.0703	334.2944	2.9587	0.0	0.0
7346.4585	337.0784	2.38	0.0	0.0
7911.5264	339.7884	1.8705	0.0	0.0
8474.4053	342.3402	1.4352	0.0	0.0
9035.1348	344.6676	1.0735	0.0	0.0
9593.7246	346.7599	0.7821	0.0	0.0
10150.2314	348.6193	0.5566	0.0	0.0
10704.7578	350.2708	0.3899	0.0	0.0
11257.4893	351.7492	0.2688	0.0	0.0
11808.6846	353.0797	0.18	0.0	0.0
12358.6797	354.2779	0.1159	0.0	0.0
12907.8789	355.3422	0.0712	0.0	0.0
13456.7881	356.3418	0.042	0.0	0.0
14006.1279	357.3633	0.0251	0.0	0.0
14556.998	358.6477	0.0155	0.0	0.0
15111.376	360.8305	0.0091	0.0	0.0
15672.7705	364.9728	0.0048	0.0	0.0
16246.0352	371.4654	0.0023	0.0	0.0
16836.4766	380.1325	0.0009	0.0	0.0
17449.2988	390.4782	0.0003	0.0	0.0
18089.3984	401.9706	0.0	0.0	0.0
18761.793	414.4107	0.0	0.0	0.0
19472.4121	427.9453	0.0	0.0	0.0
20229.0957	443.0353	0.0	0.0	0.0
21042.7148	460.3984	0.0	0.0	0.0
21928.5449	480.7372	0.0	0.0	0.0
22908.0078	504.6396	0.0001	0.0	0.0
24011.7266	532.571	0.0001	0.0	0.0
