998.9985	297.3251	14.9973		
299.2444	297.2123	14.1787	0.0	0.0
893.2841	298.4151	11.4805	0.0	0.0
1479.6569	300.7988	8.8026	0.0	0.0
2060.1177	303.2457	7.012	0.0	0.0
2635.5024	305.6402	5.8666	0.0	0.0
3206.4019	308.1427	4.9684	0.0	0.0
3773.1714	310.5957	4.1834	0.0	0.0
4335.9624	313.0288	3.4266	0.0	0.0
4894.9482	315.4581	2.7251	0.0	0.0
5450.3315	317.8467	2.1066	0.0	0.0
6002.2437	320.1257	1.5881	0.0	0.0
6550.7412	322.2291	1.1705	0.0	0.0
7095.8032	324.1112	0.8472	0.0	0.0
7637.3789	325.7494	0.6004	0.0	0.0
8175.416	327.1481	0.4145	0.0	0.0
8709.8896	328.3192	0.2794	0.0	0.0
9240.833	329.276	0.1862	0.0	0.0
9768.335	330.0558	0.1234	0.0	0.0
10292.5938	330.7169	0.0806	0.0	0.0
10813.9219	331.3184	0.0516	0.0	0.0
11332.7607	331.9082	0.0326	0.0	0.0
11849.6875	332.557	0.0207	0.0	0.0
12365.5498	333.4733	0.0134	0.0	0.0
12881.8057	335.17	0.0087	0.0	0.0
13401.1416	338.6298	0.0055	0.0	0.0
13927.624	344.5401	0.0035	0.0	0.0
14466.127	353.1131	0.002	0.0	0.0
15021.6943	364.1455	0.001	0.0	0.0
15599.0879	377.0978	0.0004	0.0	0.0
16202.4434	391.2871	0.0001	0.0	0.0
16835.418	406.1546	0.0	0.0	0.0
17501.5957	421.4265	0.0	0.0	0.0
18205.1211	437.1114	0.0	0.0	0.0
18951.4746	453.5554	0.0	0.0	0.0
19748.7812	471.805	0.0	0.0	0.0
20610.8438	494.6733	0.0	0.0	0.0
21557.9023	522.4294	0.0001	0.0	0.0
22615.8184	554.5552	0.0001	0.0	0.0
23818.5781	590.2738	0.0001	0.0	0.0
