1000.3321	301.327	19.4157		
305.0989	301.2323	18.4283	0.0	0.0
910.5773	302.8976	14.3044	0.0	0.0
1508.2706	305.6886	11.2177	0.0	0.0
2100.4226	308.5325	9.1957	0.0	0.0
2687.9292	311.333	7.8154	0.0	0.0
3271.2739	314.1456	6.6786	0.0	0.0
3850.6362	316.8043	5.7062	0.0	0.0
4426.0332	319.3644	4.8039	0.0	0.0
4997.688	322.0442	3.9486	0.0	0.0
5565.979	324.7671	3.2137	0.0	0.0
6131.2119	327.492	2.5578	0.0	0.0
6693.6206	330.1731	1.9906	0.0	0.0
7253.3784	332.7483	1.5132	0.0	0.0
7810.5776	335.1489	1.1296	0.0	0.0
8365.2285	337.3171	0.8303	0.0	0.0
8917.3018	339.2288	0.5975	0.0	0.0
9466.7705	340.8874	0.4182	0.0	0.0
10013.6348	342.2968	0.2862	0.0	0.0
10557.9629	343.4697	0.1939	0.0	0.0
11099.8887	344.4483	0.1303	0.0	0.0
11639.6729	345.3038	0.0862	0.0	0.0
12177.7314	346.1112	0.0559	0.0	0.0
12714.6436	346.944	0.036	0.0	0.0
13251.1885	347.9344	0.0235	0.0	0.0
13788.5938	349.424	0.0154	0.0	0.0
14329.1494	352.3522	0.01	0.0	0.0
14876.6562	357.5737	0.0065	0.0	0.0
15436.126	365.5513	0.0043	0.0	0.0
16013.2646	376.3824	0.0026	0.0	0.0
16614.127	389.9202	0.0015	0.0	0.0
17244.8262	405.7969	0.0007	0.0	0.0
17911.5273	423.5286	0.0003	0.0	0.0
18620.498	442.6226	0.0001	0.0	0.0
19378.5859	462.8132	0.0	0.0	0.0
20194.2285	484.3536	0.0	0.0	0.0
21079.5391	508.5652	0.0	0.0	0.0
22053.3184	537.5711	0.0	0.0	0.0
23141.5762	570.6882	0.0001	0.0	0.0
24378.3105	606.9414	0.0001	0.0	0.0
