hours_after_init,x_center,y_center,vmax_3D,vmax_2D,min_pres,w_max_inner,w_max_outer,w_mean_inner,w_mean_outer,w_min_inner,w_min_outer,w_mean_upward_inner,w_mean_upward_outer,pw_inner,pw_outer,updrafts_inner,updrafts_outer,inflow_strength,melt_level_inner,melt_level_outer,echo_top_inner,echo_top_outer,cape_outer,cloud_base_height,rinner_v,router_v,rinner_p,LHF_inner,LHF_outer,precip_inner_v,precip_outer_v,precip_max_inner_v,precip_max_outer_v,conv_precip_inner,conv_precip_outer,strat_precip_inner,strat_precip_outer,conv_precip_max_inner,conv_precip_max_outer,strat_precip_max_inner,strat_precip_max_outer,inner_count,outer_count,strat_count_inner,strat_count_outer,conv_count_inner,conv_count_outer,dcc_count_inner,dcc_count_outer,occ_count_inner,occ_count_outer,wcc_count_inner,wcc_count_outer,dwcc_count_inner,dwcc_count_outer,bsr_count_inner,bsr_count_outer,qr_mean_inner,qr_mean_outer,qs_mean_inner,qs_mean_outer,qg_mean_inner,qg_mean_outer,qc_mean_inner,qc_mean_outer,qi_mean_inner,qi_mean_outer,PE_max_outer,PE_max_inner
47.5,[251],[250],35.377098,27.25162172135506,97216.67,,19.900568,0.15581137,0.0360159,-5.535611,-5.021935,0.52447706,0.25192648,45.856453,41.22123,0,12,3.3578567277229223,3.8362153,3.6495976,12.999829,13.696662,937.8816,2.2887301445007324,92.685,222.945,122.74500000000002,495.68753,265.3177,2.1624281,0.40784162,16.66867,25.470879,3.5471585337018214,1.4725189048489766,0.8691945088597849,0.17790223959406493,16.668670654296875,25.47087860107422,10.887773513793945,9.301651000976562,9689,46308,3722,15093,4424,6552,0,169,296,2579,0,0,3970,1457,3414,12926,0.00029267732,9.0092966e-05,0.0006856439,0.00029127704,3.2925946e-05,1.589363e-05,0.00039674062,0.00029320456,4.9656563e-07,1.0132277e-06,59.268562,38.584934
47.75,[248],[249],33.755096,27.099911312128874,97257.34,15.775194,19.420822,0.15078141,0.033098247,-6.4663763,-5.0202317,0.5044885,0.24229023,45.29984,41.102238,1,11,3.3642926945204006,3.8057587,3.6468253,13.0539665,13.681603,965.1659,2.2402732372283936,102.705,222.945,122.74500000000002,490.48193,258.71967,1.951266,0.3796565,14.007933,16.954962,3.285649573766595,1.4145438632831813,0.8715476660341237,0.15636713731617188,14.007932662963867,16.9549617767334,8.675934791564941,9.246134757995605,11881,44116,5110,14011,5075,6212,0,148,655,2336,617,0,3517,1378,5046,10514,0.00027524712,8.524103e-05,0.0006854484,0.00027364638,3.3800516e-05,1.5443748e-05,0.00037952737,0.0003194204,6.7321776e-07,1.0279635e-06,44.43384,33.71789
48.0,[245],[255],34.415024,27.298622198552895,97235.7,16.593285,15.42927,0.14766918,0.03472468,-8.000774,-6.8097467,0.5110261,0.24905647,45.234966,41.029884,1,4,3.163012489768946,3.7999847,3.6486192,14.477026,14.025936,886.6484,2.225444793701172,102.705,217.935,102.70500000000001,487.95572,262.65317,1.9814854,0.36006114,17.084805,15.570802,3.35706337379279,1.2909578931084011,0.9711607588935045,0.16305223363788826,17.08480453491211,15.570801734924316,12.372965812683105,11.479314804077148,11881,41624,5397,14492,4814,6210,0,131,880,2111,0,0,3705,1767,5330,11196,0.00027288223,9.216237e-05,0.00070940313,0.00028146952,3.583578e-05,1.6862454e-05,0.00038099877,0.00033030627,8.7953487e-07,9.524075e-07,41.484936,40.661503
48.25,[248],[259],36.290714,27.738525236220585,97212.734,17.614452,22.378075,0.19901688,0.04423915,-6.788883,-5.9701586,0.66442335,0.27494377,46.510498,41.403694,4,21,3.4579551346293402,3.9319997,3.6499567,14.812522,13.689831,801.93915,2.2224507331848145,72.645,217.935,82.66499999999999,511.306,289.0041,2.6429927,0.519672,17.112844,23.217134,3.837867762888798,1.7722035490530932,1.0854238502976956,0.24343584850518005,17.112844467163086,23.217134475708008,6.70078182220459,11.442923545837402,5957,47548,1530,18155,3092,7519,0,193,434,2543,0,0,2436,2930,1470,14750,0.0003176792,0.000110885274,0.00078527053,0.00033524737,6.546119e-05,1.6575585e-05,0.00048455337,0.00032295365,1.9599488e-06,8.707914e-07,54.047,39.52332
48.5,[250],[258],36.603077,29.171680700394415,97217.21,15.297573,19.104568,0.20521426,0.037979126,-7.493063,-5.4737263,0.68136376,0.26740158,46.10898,41.232323,1,5,4.044307134516589,3.8661418,3.6501534,14.469052,13.688014,842.9573,2.2548394203186035,82.66499999999999,222.945,92.685,513.58405,277.2647,2.6535285,0.42745253,17.998178,20.038296,3.497893350794704,1.5531122444681655,1.2023565668431746,0.19183369480078832,17.998178482055664,20.03829574584961,7.3179240226745605,8.967982292175293,7705,48292,1742,16997,4551,7125,0,211,366,3134,720,1,3219,1531,1520,13124,0.00033862414,9.925086e-05,0.0008747955,0.00030040217,6.303759e-05,1.6187772e-05,0.00041981565,0.00032596505,1.8351915e-06,9.788548e-07,49.758186,41.136013
48.75,[256],[255],36.12337,28.727076160998745,97193.48,,17.547495,0.19701117,0.03368878,-5.8357964,-5.7606645,0.646169,0.25660393,45.59976,41.12456,0,2,4.580432859613806,3.816965,3.6496859,14.069454,12.279429,892.7525,2.2703380584716797,92.685,222.945,112.725,507.20963,272.28204,2.6542363,0.35896873,20.106787,21.989408,4.07943505666743,1.3697784464783325,1.0274304932139033,0.17077099204562776,20.106786727905273,21.989408493041992,10.598138809204102,11.281683921813965,9689,46308,3228,15097,4898,6132,0,54,218,2644,294,0,4228,1386,3021,11609,0.00032051152,8.633147e-05,0.0008607703,0.00028594187,5.9904793e-05,1.48382505e-05,0.00039923974,0.0002959822,1.888544e-06,9.906239e-07,52.935402,43.74703
49.0,[257],[257],38.13322,27.535031860874547,97152.95,17.00117,17.99651,0.216093,0.043094646,-6.254243,-4.175991,0.71630776,0.26845273,45.752884,41.257393,7,2,4.328381816690178,3.871201,3.6431994,14.113972,12.660081,841.2515,2.2444815635681152,82.66499999999999,217.935,122.74500000000002,513.3307,285.91324,2.9474723,0.42651075,20.949781,21.904491,4.242275579382352,1.5013849824784584,1.0570696197978564,0.20837171877089902,20.94978141784668,21.904491424560547,8.4773588180542,16.520023345947266,7705,45800,2001,14994,4288,6631,0,53,402,2335,0,0,3738,2426,1925,11245,0.00035839272,9.340608e-05,0.00087523117,0.00032700493,7.119238e-05,1.5424626e-05,0.00044602924,0.0002641122,2.0578284e-06,9.4370256e-07,56.42291,45.06377
49.25,[258],[252],40.500797,28.186087592336154,97101.32,15.150674,16.576607,0.19840002,0.0321612,-10.13126,-4.4027724,0.64366406,0.2421247,44.990364,40.98501,1,6,4.48593617764027,3.7897377,3.6420166,14.447661,11.939242,932.8049,2.2432150840759277,102.705,222.945,112.725,502.03043,267.1548,2.3236036,0.3328516,20.253244,12.636144,3.6918598819258723,1.1710623714680808,0.9072569127432545,0.184388605895827,20.253244400024414,12.636143684387207,9.702531814575195,10.736313819885254,11881,44116,4299,12021,5802,5278,0,37,407,1969,0,408,5118,1313,4217,8647,0.00030576368,7.666133e-05,0.0008587673,0.00027933452,5.302137e-05,1.3161984e-05,0.0003940441,0.00026985214,1.7531897e-06,9.12923e-07,32.149982,49.350845
49.5,[255],[252],40.61993,29.514252094822076,97065.98,,19.303514,0.19882175,0.042030487,-6.4388814,-5.730741,0.6672135,0.26490682,45.241085,40.98971,0,12,4.370190333822723,3.8137062,3.6401718,13.0234995,12.658574,880.21716,2.256288766860962,92.685,222.945,102.70500000000001,526.2126,276.12012,2.4716492,0.41865525,19.508924,17.216019,3.6350686623228494,1.4539801937096262,0.8797419717128339,0.19397669400705914,19.50892448425293,17.216018676757812,10.98973274230957,11.903564453125,9689,46308,2938,12741,5362,6634,0,89,582,2949,440,324,4034,1487,2812,10099,0.00031539943,9.745792e-05,0.0009236756,0.00030733325,5.1273128e-05,1.4651579e-05,0.0003993374,0.00026245395,1.5843015e-06,8.6140756e-07,43.957474,45.44279
49.75,[253],[250],39.32452,30.19846580297716,97047.82,,16.674955,0.2075584,0.047594838,-4.5056252,-5.3912854,0.6475809,0.27882865,45.461987,41.05522,0,5,3.7429180534902606,3.853787,3.6420014,12.69392,12.989002,865.5612,2.246271848678589,82.66499999999999,222.945,102.70500000000001,544.22485,286.46024,2.562462,0.5562018,19.628605,20.159071,3.989246917356786,1.7575375185820896,0.8967519873515181,0.2366309915390841,19.628604888916016,20.15907096862793,6.881330490112305,11.276028633117676,7705,48292,2275,13210,3941,8151,0,42,250,1890,0,0,3475,4369,2191,9923,0.00033722282,0.00011551903,0.000955878,0.00033998745,5.4082215e-05,1.6506423e-05,0.0004116245,0.00025988923,1.577418e-06,8.7445085e-07,55.006294,45.25531
50.0,[252],[251],38.906704,29.627496896251554,97034.91,,18.912804,0.19633335,0.050584674,-5.1840525,-4.6968646,0.61454475,0.2830471,45.494495,41.02167,0,8,3.7602030670963815,3.844908,3.6400678,10.966394,13.343616,871.5447,2.292665481567383,82.66499999999999,222.945,102.70500000000001,548.3162,286.42917,2.5600476,0.59099394,18.35719,25.40553,3.8958426570775315,1.823942045992034,1.0532490222306152,0.26455897791511274,18.357189178466797,25.40553092956543,8.752492904663086,11.160139083862305,7705,48292,2297,13628,3836,7989,0,104,134,2539,0,0,3488,3469,2074,11352,0.00030995568,0.000114975526,0.00094635924,0.0003514877,4.59415e-05,1.5951638e-05,0.0004062475,0.00025988457,1.3336353e-06,8.2285516e-07,58.699078,42.145542
50.25,[250],[256],39.048325,28.847864522229905,97029.99,,,0.19692172,0.054133374,-7.4219584,-4.7157516,0.60986406,0.28273177,45.539814,40.93223,0,0,3.438168515689959,3.857518,3.6349592,12.351391,13.341827,861.11,2.277921438217163,82.66499999999999,222.945,102.70500000000001,553.7245,285.1701,2.5673556,0.5649523,19.94496,33.15565,3.7172026855368916,1.724801323835848,1.0865911867286,0.24320200046381937,19.94495964050293,33.1556510925293,9.27182388305664,10.124679565429688,7705,48292,2088,13537,4074,8132,0,133,689,2718,39,268,3189,3031,1907,11665,0.00032947128,0.00011952503,0.0009238171,0.00036603922,4.024698e-05,1.569823e-05,0.00038370411,0.00030275594,1.2114426e-06,8.227775e-07,74.38066,44.24706
50.5,[250],[253],38.05374,30.590669574276095,97006.484,,23.927334,0.18165678,0.05733879,-3.859839,-4.7547812,0.57193106,0.28349173,45.611515,40.93883,0,13,3.9368829348152627,3.849818,3.6352336,11.998225,12.644864,882.20154,2.239814281463623,82.66499999999999,222.945,102.70500000000001,558.2845,287.1792,2.5739138,0.60500133,18.07443,32.834595,3.8842583950320075,1.8184361306011385,1.1522447799253284,0.2526702454556218,18.074430465698242,32.8345947265625,14.949405670166016,9.901507377624512,7705,48292,2479,13717,3729,8257,0,125,561,2451,71,1473,2984,2256,2260,11537,0.00033080712,0.00012889579,0.0008913475,0.0003774401,3.818649e-05,1.6843382e-05,0.00039411202,0.00032124715,1.0411794e-06,7.777728e-07,74.7465,43.43908
50.75,[248],[255],37.37892,30.688978052908375,96986.625,,21.228863,0.17484656,0.05957873,-6.068681,-5.882759,0.558108,0.2792348,45.54427,40.87224,0,19,3.534341831079673,3.833525,3.6340187,11.330592,14.029156,881.5517,2.2403223514556885,82.66499999999999,222.945,102.70500000000001,563.722,287.19003,2.600775,0.65619236,17.079098,21.284187,3.6014587942342198,1.9218251152443493,1.2262932954477503,0.2983275740904634,17.079097747802734,21.28418731689453,11.054810523986816,12.30057430267334,7705,48292,2275,14297,4126,8006,0,131,423,2364,309,687,3172,2950,2227,12037,0.00035079184,0.00013089,0.0008611341,0.00038433456,3.5043817e-05,1.678736e-05,0.00041653754,0.00033364253,8.2211693e-07,7.6758334e-07,47.38127,36.94569
51.0,[252],[259],38.66357,32.12789923144925,96965.93,,21.37056,0.18484338,0.056529008,-5.0645905,-7.10742,0.5716887,0.27050856,45.601444,40.89043,0,20,4.559762569245515,3.8515081,3.6307793,12.349582,14.386746,910.40546,2.255977153778076,82.66499999999999,222.945,102.70500000000001,556.58203,286.1209,2.901982,0.6253025,16.890203,17.934969,3.930711052709141,1.8687226330158133,1.2824315350577569,0.3064401043000669,16.89020347595215,17.934968948364258,9.691689491271973,11.938421249389648,7705,48292,2104,15009,4361,7298,0,254,60,2694,4090,2468,0,0,2070,13167,0.00037353794,0.00011826647,0.0008041915,0.00039453234,3.6278565e-05,1.5907164e-05,0.00041132836,0.00030972177,6.7199704e-07,8.007227e-07,42.452206,37.185654
51.25,[254],[258],39.725765,30.528055937059463,96964.86,,26.807236,0.18475142,0.05241939,-5.0913935,-6.3416843,0.5864676,0.2618221,45.61368,40.9104,0,18,4.942930534236753,3.84198,3.6238525,10.604457,14.381824,962.1316,2.241818904876709,82.66499999999999,227.95499999999998,102.70500000000001,551.0973,282.70438,3.0216844,0.5489346,15.841174,16.246384,4.039188150223818,1.7105838237936168,1.0193771292188252,0.3047097333006133,15.841174125671387,16.246383666992188,13.321563720703125,8.67490005493164,7705,50856,1701,15732,4715,6328,0,178,59,2930,0,0,4470,1800,1166,14109,0.00038441448,0.00011251276,0.00077023887,0.0003836154,3.5649544e-05,1.34082775e-05,0.00042913688,0.0002931279,6.7708424e-07,7.592698e-07,42.04185,34.245266
51.5,[256],[257],39.24187,29.783957804403,96962.31,15.159036,17.885757,0.19435123,0.047244746,-4.9377317,-4.7146816,0.6211601,0.25815302,45.605602,40.90891,1,8,5.2455381043570215,3.8477957,3.627973,13.057432,13.678463,978.5684,2.207744598388672,82.66499999999999,227.95499999999998,92.685,551.61945,284.56308,3.0000756,0.5380189,15.999759,16.838875,4.356983425150522,1.6316721146065394,0.9438786837976232,0.28587193011963924,15.99975872039795,16.83887481689453,8.156253814697266,8.941513061523438,7705,50856,2077,15571,4293,6896,0,91,78,2462,0,608,4077,2098,1630,13437,0.00039274167,0.00011792165,0.00075411715,0.00038208798,4.269919e-05,1.3397474e-05,0.00044368964,0.00028924434,7.3709896e-07,7.189585e-07,42.43109,36.353355
51.75,[256],[254],39.97953,29.946055616131265,96939.3,18.698727,18.967197,0.21376243,0.043539,-7.6134195,-5.8454037,0.68251276,0.2554222,45.58212,40.833622,10,11,5.742926660680905,3.8616383,3.6329103,14.11228,12.647665,978.3725,2.1824371814727783,82.66499999999999,227.95499999999998,92.685,555.77014,286.28995,3.086152,0.538864,16.91173,17.169785,4.361268384177348,1.5656848288255798,0.9698207234374235,0.3193922073805992,16.91172981262207,17.169784545898438,11.99477481842041,12.044610977172852,7705,50856,1920,16038,4458,6454,0,72,250,2624,0,403,4038,1847,1896,14185,0.00040157288,0.000118305616,0.000766712,0.00037729208,4.9030492e-05,1.2508446e-05,0.0004496396,0.00030944287,1.0838158e-06,6.9799495e-07,44.512962,38.864216
52.0,[240],[257],40.42782,29.364396184127525,96925.695,15.09421,21.23622,0.16750842,0.032225378,-11.421481,-5.5970964,0.5417745,0.23096657,43.846287,40.315945,1,6,5.033913897420294,3.7500384,3.635385,14.090009,13.332209,1001.1025,2.163266897201538,112.725,222.945,112.725,545.25146,260.44446,2.2204616,0.40368944,18.741041,14.453231,3.8961822003308693,1.311383979359466,0.8207551932410259,0.21968967631041644,18.74104118347168,14.453230857849121,9.049596786499023,11.487933158874512,14329,41668,6595,10649,6275,4682,0,80,152,1761,0,0,5877,1388,6509,8082,0.0003263899,9.081914e-05,0.0007665017,0.00031567345,3.4407873e-05,1.23251575e-05,0.00040142296,0.00036481197,7.835326e-07,6.737379e-07,36.346146,42.19287
52.25,[246],[261],41.38698,28.041721892756456,96896.875,17.339197,26.607676,0.15362898,0.02938035,-6.7042017,-7.7128544,0.529005,0.21813805,43.61225,40.197575,3,13,4.864845337245608,3.7300792,3.643227,13.397379,13.34288,1066.9846,2.1979970932006836,122.74499999999999,222.945,72.645,522.6656,248.51996,2.068931,0.31906587,19.386677,12.987019,3.6928244680754667,1.1643128825182678,0.7960397048619846,0.1722387759440068,19.386676788330078,12.987018585205078,9.53480339050293,8.296989440917969,16977,39020,8211,8873,7214,3690,13,62,571,1846,0,0,6262,566,8140,6275,0.00030849976,7.278503e-05,0.0007369787,0.0002951534,3.4935754e-05,1.0519653e-05,0.00038385118,0.0004239229,7.4709044e-07,6.5185833e-07,30.402082,44.284588
52.5,[250],[246],39.304775,31.75043042727879,96862.46,,18.644243,0.23036413,0.044486687,-6.3349967,-7.2011447,0.75946844,0.2676426,45.53412,40.738922,0,14,5.305963189095638,3.9137182,3.6467886,13.747637,14.759334,930.5403,2.209113359451294,72.645,227.95499999999998,92.685,602.41547,303.28366,3.0670207,0.6609999,24.53038,17.62906,4.2864683698684845,2.0402724378012946,1.1851849073316114,0.3201065719926298,24.530380249023438,17.629060745239258,6.554131507873535,10.611471176147461,5957,52604,1355,16356,3343,7618,0,52,159,3649,0,0,3036,2426,1232,14827,0.00038141303,0.00013188257,0.00089554937,0.00036839806,6.8035675e-05,1.4059287e-05,0.00051460566,0.00032001734,1.2841739e-06,6.8859214e-07,43.473297,52.081192
52.75,[249],[252],41.903557,31.930230289925145,96780.914,,20.430641,0.19406363,0.036698435,-7.4094563,-6.322594,0.6498784,0.24277714,44.66029,40.395588,0,6,4.5085471684192,3.8124738,3.6443985,13.410614,12.9696045,985.0242,2.238158941268921,92.685,227.95499999999998,92.685,591.8872,280.76093,2.7944658,0.46462274,25.571146,23.990902,4.25787296281744,1.4118326732963624,1.2285580751217622,0.27196276707324435,25.57114601135254,23.990901947021484,9.811666488647461,8.690349578857422,9689,48872,3627,14222,4797,5607,0,140,403,2734,0,0,4212,1417,3407,13123,0.00035555163,0.00010226016,0.0008698059,0.00032811216,5.0943763e-05,1.160292e-05,0.0004441422,0.00032558927,1.0206498e-06,6.076606e-07,58.3466,55.276627
53.0,[246],[247],43.36779,30.897805543553908,96758.21,,25.759699,0.16694987,0.03492604,-6.8151817,-6.524093,0.5850884,0.23848346,43.89338,40.295586,0,13,4.469997892623747,3.7801213,3.6441166,13.400484,13.323371,1019.06555,2.2544450759887695,102.705,227.95499999999998,92.685,587.7668,272.98575,2.3623009,0.44131443,23.36932,16.106394,4.137766344245842,1.5087060550489755,0.9232281414185278,0.21301260094111935,23.369319915771484,16.106393814086914,6.096069812774658,8.062227249145508,11881,46680,5409,12427,5126,5420,0,61,611,2121,0,0,4294,2019,5350,11349,0.00032770747,0.00010139192,0.0008281437,0.0003029725,4.1793628e-05,1.1880228e-05,0.00042807215,0.0003440318,7.518809e-07,5.930794e-07,37.017147,55.55298
53.25,[245],[253],41.88319,30.59253147148317,96760.28,,18.395586,0.20508905,0.046508655,-6.8515935,-6.2252254,0.7092753,0.26439777,44.939404,40.480495,0,3,4.0133064948143575,3.9043887,3.6454685,13.02771,12.974615,935.61554,2.2378149032592773,72.645,227.95499999999998,72.645,625.4206,303.06778,3.4214573,0.61946064,22.984354,20.703444,5.124095216924673,1.8803267754061204,1.0694892711660724,0.3023302850988124,22.98435401916504,20.70344352722168,8.361936569213867,14.477181434631348,5957,52604,1546,16099,3183,7167,0,144,53,2170,0,417,2984,2913,1219,14985,0.0003905162,0.00013136084,0.000830033,0.0003647531,6.2871724e-05,1.3346021e-05,0.00046801695,0.00032322164,1.1942689e-06,5.6356004e-07,47.02688,50.09151
53.5,[246],[261],43.056652,30.827928485486332,96750.91,16.934906,20.542677,0.18717061,0.031422805,-7.8604994,-6.7196765,0.6367319,0.22573338,43.853535,40.125103,10,5,5.172395179006065,3.7878392,3.6448293,12.339046,12.9685545,1026.0502,2.1973414421081543,102.705,227.95499999999998,102.70500000000001,575.4253,270.30582,2.5885768,0.34973982,29.14614,10.378384,4.406388083320753,1.1436902297941356,0.9794304906221859,0.20101312265429502,29.14613914489746,10.37838363647461,9.698968887329102,7.535333156585693,11881,46680,5169,12432,5376,4538,0,137,206,1784,0,0,4984,981,4672,11400,0.00033300076,8.987125e-05,0.00081768696,0.00030624552,4.730078e-05,1.009331e-05,0.000370552,0.00037878478,1.2840643e-06,5.2597284e-07,26.301388,71.18939
53.75,[252],[261],42.673283,30.12143618628483,96717.19,,18.837608,0.17261398,0.033815823,-8.675817,-7.362331,0.62922454,0.23418467,43.866932,40.077263,0,17,5.421976462563865,3.789818,3.6457124,13.740033,13.695968,1041.5856,2.2013015747070312,102.705,232.965,102.70500000000001,570.58325,267.32162,2.5285566,0.36905545,23.8394,17.918926,4.079717557291257,1.3550299482051846,1.0038372483713505,0.18088177270581093,23.839399337768555,17.918926239013672,13.973026275634766,8.893089294433594,11881,49260,4839,12310,5651,4668,0,102,91,1792,0,0,5353,1093,4462,11101,0.00032929043,9.053286e-05,0.0008231297,0.00029934244,5.223232e-05,1.0862811e-05,0.00038411102,0.00037723614,1.7696824e-06,6.048118e-07,44.59828,51.09082
54.0,[262],[262],42.238693,27.17617691295773,96713.16,15.240011,21.096493,0.15140244,0.033368822,-6.7381377,-9.05726,0.5609348,0.23166831,43.61275,40.0261,3,10,5.588781740935622,3.771713,3.6476705,13.372362,14.030959,1067.054,2.187687635421753,112.725,232.965,132.765,531.7958,261.02396,2.19889,0.3447906,24.359161,16.839514,3.8481588651736525,1.1196240743583301,0.7570104626820165,0.20178239726369251,24.359161376953125,16.839513778686523,9.265190124511719,11.224721908569336,14329,46812,5580,11166,6445,4121,0,128,372,1566,0,0,5715,648,5188,10021,0.00029460297,8.417789e-05,0.0007483419,0.00029692886,4.5512388e-05,9.724817e-06,0.00035279177,0.00043608446,1.3338233e-06,6.553181e-07,46.168022,53.19236
54.25,[258],[255],42.39529,30.0528611304776,96722.555,,17.068632,0.15481527,0.047649667,-6.895332,-5.056734,0.6016417,0.2683147,44.484875,40.318348,0,6,4.384916652160056,3.8725889,3.647827,14.093121,13.67535,977.1579,2.179619550704956,82.66499999999999,232.965,122.74500000000002,587.16675,293.5932,2.8560686,0.5687114,18.838276,18.148615,4.516696602077054,1.8442888873145118,0.8613739907845348,0.29020288741538436,18.838275909423828,18.14861488342285,8.551605224609375,11.440711975097656,7705,53436,2033,15275,3906,6055,0,99,30,1714,0,0,3696,2385,1871,14277,0.0003313427,0.00012265232,0.00076634326,0.00035400715,4.7122012e-05,1.3645426e-05,0.00042549233,0.00031975648,1.5295478e-06,6.638543e-07,40.872944,42.01813
54.5,[259],[250],41.961163,31.850729392685054,96704.62,,18.731228,0.12726466,0.0464026,-4.5538387,-6.312326,0.53771824,0.26529348,43.90979,40.229218,0,6,4.436049080671524,3.821591,3.6455336,11.994774,14.0428705,1013.00726,2.168483257293701,92.685,237.975,112.725,590.64636,282.16565,2.1723921,0.5715532,23.852793,25.5944,4.162945015551769,1.6979083839813083,0.713031897868421,0.288721279368582,23.852792739868164,25.59440040588379,10.765167236328125,11.124869346618652,9689,54112,3299,14142,3860,6752,0,108,132,1604,0,0,3583,2695,3156,12331,0.00027926697,0.0001244781,0.0007624477,0.00032666366,3.45306e-05,1.3447268e-05,0.00039429823,0.00035917806,1.2753444e-06,7.305433e-07,55.912506,53.43699
54.75,[254],[258],41.10281,31.19432574920072,96702.71,,17.4704,0.14007685,0.046003483,-7.3267136,-5.630661,0.5241807,0.26314312,44.084892,40.11028,0,7,3.7773320440547655,3.831676,3.6418877,12.6712,13.3382,995.7545,2.1867611408233643,92.685,232.965,122.74500000000002,605.7183,283.25443,2.3474216,0.4813063,17.358501,20.038616,3.982801657397211,1.6232721275817463,0.850953045865838,0.2336646958544011,17.358501434326172,20.038616180419922,12.552583694458008,10.569150924682617,9689,51452,3728,13868,4365,5742,0,41,287,1555,0,344,3927,1916,3626,12001,0.00030791992,0.00011674038,0.00070648413,0.00034314208,3.677016e-05,1.18433845e-05,0.00036668434,0.00038376465,9.37861e-07,6.7943716e-07,47.955673,42.027943
55.0,[247],[246],42.954712,32.58490244668859,96673.92,,15.91133,0.12127565,0.046459366,-5.389684,-6.6522684,0.5043303,0.26789102,43.529156,40.10755,0,3,3.5611931393228318,3.8384223,3.6486053,12.697836,12.298232,1012.01544,2.158931016921997,92.685,237.975,102.70500000000001,633.141,281.38644,1.9535184,0.6099583,16.8666,20.7988,4.1776659620112,2.0664947103502955,0.6917605496722262,0.22320733350904073,16.866600036621094,20.798799514770508,10.108384132385254,9.273539543151855,9689,54112,4882,13277,3317,6925,0,30,107,1751,336,0,2714,3221,4736,11869,0.000274778,0.00013319595,0.0007380742,0.0003203475,3.536891e-05,1.3740546e-05,0.0004011832,0.00039372273,1.0342128e-06,7.330148e-07,46.968758,37.43549
55.25,[244],[252],43.750565,29.80786683255394,96696.81,,19.928312,0.1372128,0.04599103,-5.9950724,-5.429629,0.5321734,0.2801244,43.98439,40.080887,0,10,2.9500103294788462,3.9036205,3.6506257,12.678994,13.027932,979.78143,2.1649856567382812,82.66499999999999,237.975,72.645,646.17737,291.29153,2.4043338,0.63236725,22.927841,21.953207,4.1823711169076345,2.1060478342319544,0.7986838585322336,0.24095433768033822,22.927841186523438,21.95320701599121,7.695351600646973,9.491876602172852,7705,56096,2916,14812,3409,7272,0,77,79,2047,0,288,3184,2780,2878,13809,0.0003178641,0.00013558043,0.0005933014,0.00035502657,4.1774707e-05,1.4941437e-05,0.0004363203,0.0003978307,8.1478044e-07,7.5360884e-07,50.129772,48.987125
55.5,[250],[255],41.83241,32.27315542774816,96664.484,,16.863829,0.12963268,0.046700243,-5.8434453,-10.252202,0.52865946,0.28407544,44.10159,40.10967,0,1,3.747386574531923,3.8840935,3.6505446,12.317974,13.681945,973.60095,2.1860480308532715,82.66499999999999,237.975,102.70500000000001,624.92285,294.05508,2.2032454,0.66239315,16.24248,22.863493,3.7715251240648646,2.3180485372716872,0.6519741281781036,0.24291024823072388,16.24247932434082,22.863492965698242,14.008930206298828,10.609682083129883,7705,56096,2624,15276,3562,7280,0,82,194,1991,0,0,3151,3082,1234,11391,0.00028690166,0.00013356391,0.00057873956,0.0003578977,3.9669092e-05,1.5160936e-05,0.00042992,0.00038307376,7.5951635e-07,8.515004e-07,50.212914,38.385838
55.75,[254],[261],40.42483,29.72791367814741,96675.48,,18.965822,0.12383823,0.041685462,-6.3060837,-8.215401,0.5059778,0.27563128,43.909657,39.916466,0,14,4.84958667400549,3.8294408,3.651962,12.324004,14.377793,1015.685,2.2080533504486084,92.685,242.98499999999999,172.84500000000003,589.3727,279.29434,2.1414495,0.5470883,25.149567,24.414814,3.614773027510463,2.018647634199532,0.7098867525594947,0.2071152992025422,25.149566650390625,24.414813995361328,7.976068019866943,9.174908638000488,9689,56844,3353,13907,4530,6588,0,40,309,1556,0,0,3920,3013,3186,11935,0.0002865582,0.00011905836,0.000560902,0.00034089698,3.527941e-05,1.5086096e-05,0.0003850905,0.0004321698,8.4057433e-07,8.902652e-07,51.86181,58.4073
56.0,[254],[257],39.109356,31.772996767874687,96661.67,,22.845932,0.11577785,0.045433693,-6.5067234,-6.7335844,0.4606761,0.2851655,44.254707,39.993504,0,18,4.54733297029351,3.8713553,3.6514823,11.985426,14.056655,972.16394,2.239318609237671,82.66499999999999,242.98499999999999,92.685,602.3717,289.45016,1.9290849,0.65057874,16.678871,29.097744,3.172487530677732,2.2201411452704023,0.8675022892573616,0.2065577813629056,16.678871154785156,29.09774398803711,6.493861198425293,15.686015129089355,7705,58828,2607,13973,3295,8426,0,53,287,1985,0,0,2777,3932,2475,11564,0.00025229872,0.00013958967,0.00054423674,0.00034791403,3.1400796e-05,1.6629652e-05,0.00042173307,0.00041965442,6.152096e-07,9.4503207e-07,73.229355,38.87687
