hours_after_init,x_center,y_center,vmax_3D,vmax_2D,min_pres,w_max_inner,w_max_outer,w_mean_inner,w_mean_outer,w_min_inner,w_min_outer,w_mean_upward_inner,w_mean_upward_outer,pw_inner,pw_outer,updrafts_inner,updrafts_outer,inflow_strength,melt_level_inner,melt_level_outer,echo_top_inner,echo_top_outer,cape_outer,cloud_base_height,rinner_v,router_v,rinner_p,LHF_inner,LHF_outer,precip_inner_v,precip_outer_v,precip_max_inner_v,precip_max_outer_v,conv_precip_inner,conv_precip_outer,strat_precip_inner,strat_precip_outer,conv_precip_max_inner,conv_precip_max_outer,strat_precip_max_inner,strat_precip_max_outer,inner_count,outer_count,strat_count_inner,strat_count_outer,conv_count_inner,conv_count_outer,dcc_count_inner,dcc_count_outer,occ_count_inner,occ_count_outer,wcc_count_inner,wcc_count_outer,dwcc_count_inner,dwcc_count_outer,bsr_count_inner,bsr_count_outer,qr_mean_inner,qr_mean_outer,qs_mean_inner,qs_mean_outer,qg_mean_inner,qg_mean_outer,qc_mean_inner,qc_mean_outer,qi_mean_inner,qi_mean_outer,PE_max_outer,PE_max_inner
2.75,[251],[251],10.884868,9.97341779822134,99178.5,,,0.0017816854,0.0014326217,-0.049156997,-0.027402101,0.0040927813,0.004044055,39.86069,39.115726,0,0,0.1169468384708965,3.6672015,3.665154,0.19964923,0.19921634,2268.8176,,182.86499999999998,202.905,468.936,137.27426,131.49759,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37673,8720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
3.0,[252],[251],10.961222,9.986017199925014,99189.22,,,0.0024890082,0.0012886774,-0.05059705,-0.03179472,0.0049579735,0.004166231,40.036724,39.22367,0,0,0.1219573492813066,3.667106,3.6650612,0.19965641,0.1991987,2206.9436,,172.845,202.905,4.509,141.18617,137.97873,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33689,12704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
3.25,[252],[252],11.048693,9.987902158620406,99199.55,,,0.0018129885,0.0005053404,-0.057699725,-0.06321757,0.0056799157,0.0046300287,40.14558,39.29099,0,0,0.11808906681718369,3.6667564,3.6648312,0.19965728,0.19920531,2144.2786,,172.845,202.905,4.509,144.5572,141.35318,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33689,12704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
3.5,[253],[251],11.149802,10.005561027721482,99208.734,,,-0.00035035063,0.00026779436,-0.082199395,-0.103031985,0.0048889755,0.0048365295,40.25333,39.36158,0,0,0.12691657929437386,3.6663826,3.664577,0.19966444,0.19922616,2107.942,0.9886524677276611,172.845,202.905,4.509,148.04,142.93266,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33689,12704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1.9932047e-07,,,,,
3.75,[251],[252],11.2455435,9.959309711261671,99216.7,,,-0.001273862,-0.0014309714,-0.10623527,-0.08603477,0.0048727463,0.0040151933,40.354996,39.42604,0,0,0.11362319403290484,3.6659753,3.6642725,0.19964196,0.19925004,2091.0166,0.9893428087234497,172.845,202.905,468.936,150.02545,143.04346,,,,,,,,,,,,,33689,12704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.549244e-10,,,,,,8.324592e-06,3.956981e-06,,,,
4.0,[252],[252],11.317505,9.960630332207193,99222.164,,,-0.0021752394,-0.0022926924,-0.13096349,-0.14039648,0.0054825256,0.0046507423,40.447018,39.518444,0,0,0.23032697356488296,3.6655831,3.6639526,0.19962795,0.199252,2089.8445,0.9889485836029053,172.845,197.89499999999998,4.509,152.66418,144.24046,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33689,10420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.735884e-09,5.6894334e-09,,,,,1.9777124e-05,2.3080982e-05,,,,
4.25,[253],[252],11.463176,9.962752024008303,99225.19,,,-0.0027683508,-0.0020886855,-0.52519345,-0.17517152,0.0068138693,0.005375054,40.52546,39.584446,0,0,0.24578427133141198,3.665238,3.6635718,0.19962224,0.1992402,2072.385,0.9907950162887573,172.845,197.89499999999998,4.509,154.86797,145.35449,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33689,10420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.938784e-09,9.652429e-09,,,,,4.2527456e-05,4.5188233e-05,,,,
4.5,[243],[230],11.615025,9.71266328458821,99202.016,,,-0.0028147716,,-2.9607399,,0.008686094,,40.214424,,0,0,0.012330265888737578,3.6644008,,0.19961332,,,1.0248286724090576,212.92499999999998,212.92499999999998,583.665,150.08914,,0.0003529852,,0.003435812,,0.00015809634671371252,,0.00041794814217454077,,0.0005570232751779258,,0.003435811959207058,,51101,0,13,0,26,0,0,0,7,0,0,0,0,0,0,0,2.0993438e-07,,,,,,0.000109375695,,,,,0.009234812
4.75,[269],[253],12.803869,9.962712817721897,99181.86,21.856525,,-0.0021916258,-0.0035242538,-4.4884577,-1.1711283,0.023321847,0.008893029,40.48385,39.688625,4,0,0.5889763886145675,3.6653066,3.662924,9.503242,0.19922723,2014.7798,1.0734578371047974,182.86499999999998,192.885,102.70500000000001,157.88092,148.27776,0.050564025,0.00014651302,2.802385,0.001465124,0.1350583754521812,1.254162440567086e-09,0.0006473677183824646,0.0001627920948947155,2.802385091781616,1.254162440567086e-09,0.01739223301410675,0.0014651239616796374,37673,4256,146,0,490,1,14,0,201,0,0,0,0,0,0,0,3.6324484e-05,5.71626e-08,2.1405762e-05,,0.000110766065,,0.00029127533,0.00011545706,6.343089e-06,,0.0039955718,6.588772
5.0,[248],[236],14.25011,9.891698919950317,99173.33,38.409977,,-0.0015758559,-0.0030053337,-5.773017,-0.9852282,0.0736215,0.007378487,40.37538,39.65052,44,0,0.29825028954951976,3.6695395,3.6627777,13.712456,0.19924323,1999.3766,1.109399676322937,182.86499999999998,192.885,102.70500000000001,155.44554,147.17648,0.26039463,0.0027995822,12.646935,0.0057146116,0.46551608123769656,,0.00718572682089254,0.00279958247332055,12.64693546295166,,1.2929322719573975,0.005714611615985632,37673,4256,278,0,3028,1,93,0,1052,0,0,0,0,0,0,0,0.000149985,4.5999386e-08,8.612145e-05,,9.117394e-05,,0.00040030206,0.0001014127,8.659912e-06,,0.015423028,29.311672
5.25,[227],[250],17.85794,9.430547925578805,99125.234,29.633743,,-0.0006337413,,-6.5500445,,0.09774505,,40.10296,,29,0,0.6133725336497176,3.6708915,,14.377074,,,1.1980026960372925,202.905,202.905,32.565,148.17918,,0.4779784,,19.298721,,0.9893971732936754,,0.0650175476526223,,19.298721313476562,,7.599690914154053,,46393,0,561,0,4610,0,211,0,1529,0,0,0,0,0,0,0,9.292561e-05,,0.00012277479,,6.872142e-05,,0.0004947276,,8.351049e-06,,,48.57608
5.5,[263],[238],17.654848,10.33381956336142,99086.78,24.750797,,0.0029728506,-0.008351675,-5.1934414,-2.6319392,0.13415056,0.037643544,40.105934,39.551903,21,0,0.8093831866458726,3.6712222,3.664097,14.019948,6.6177278,1985.37,1.396583914756775,182.86499999999998,187.875,62.62500000000001,164.29112,149.8753,0.31837904,0.0329181,13.23162,0.9322981,0.5986202533137442,0.06323863530290806,0.08249752348296638,0.009716296060620409,13.231619834899902,0.9322981238365173,8.010350227355957,0.18160630762577057,37673,2092,1368,49,6934,110,187,0,2750,38,0,0,0,0,0,0,9.35627e-05,5.0887786e-05,0.00014426971,2.9324191e-08,4.903675e-05,4.155826e-06,0.0006250329,0.0005857855,6.6450843e-06,6.125244e-08,2.3794475,34.967087
5.75,[250],[271],17.16701,9.738081707185877,99138.35,23.686264,,0.005968813,,-4.5173993,,0.13260737,,39.95987,,17,0,1.431310733124415,3.6692088,,12.965373,,,1.5354795455932617,192.885,192.885,22.545,156.24716,,0.31147295,,9.546162,,0.5928267317578129,,0.13268835454419386,,9.546161651611328,,6.847427845001221,,41929,0,2146,0,7575,0,181,0,3713,0,0,0,0,0,0,0,8.328852e-05,,0.00014270171,,3.817145e-05,,0.00059459655,,5.4602187e-06,,,22.645908
6.0,[239],[265],16.213957,9.767799841489829,99054.56,24.65779,,0.009335438,,-4.9611993,,0.13718116,,40.01414,,21,0,0.5049487724991646,3.6682484,,13.669705,,,1.5857443809509277,192.885,192.885,22.545,157.0425,,0.27747408,,10.822919,,0.6520086709127084,,0.14213956840607309,,10.822918891906738,,6.561217784881592,,41929,0,2410,0,5514,0,171,0,2867,0,0,0,0,0,0,0,6.7574445e-05,,0.00013817765,,3.202147e-05,,0.00057769346,,4.6210776e-06,,,26.254713
6.25,[252],[272],16.380508,9.730732406692944,99120.305,25.560055,,0.009429601,,-4.6918745,,0.1381567,,40.035877,,14,0,1.5232331730658353,3.667846,,14.031737,,,1.6398197412490845,202.905,202.905,62.62500000000001,157.83911,,0.23614718,,11.934186,,0.6453405020056535,,0.09748163353268657,,11.934185981750488,,8.741751670837402,,46393,0,1965,0,5302,0,188,0,2584,0,0,0,0,0,0,0,5.9726506e-05,,0.00013991568,,2.9199275e-05,,0.0005789999,,4.4525946e-06,,,29.333002
6.5,[262],[258],17.59998,10.34601726624125,99063.4,28.144863,,0.01138588,0.0052238074,-5.405303,-3.2750225,0.1847124,0.088050246,40.60583,39.4872,21,0,2.0244794862264786,3.6694136,3.6649795,13.3298855,10.525809,1920.6283,1.674220085144043,162.825,192.885,42.585,172.28564,156.75801,0.26046526,0.13156636,8.887139,5.241083,0.6084837821779154,0.3812806153706597,0.11193042927488643,0.07203886531822734,8.887139320373535,5.241083145141602,7.2876176834106445,3.5956966876983643,29861,12068,1346,312,4091,703,152,6,2038,368,0,0,0,0,0,0,6.6147106e-05,4.0372353e-05,0.0001513748,5.45309e-05,2.9363662e-05,1.3147778e-05,0.0006317693,0.00059503585,4.0267537e-06,2.4966248e-06,13.738483,23.322937
6.75,[259],[256],17.92542,10.327264071772339,99126.055,27.426964,17.267588,0.017478492,-0.00029828618,-5.3591948,-3.5152793,0.22625993,0.0933368,40.927822,39.71522,27,2,2.022933383027637,3.6705995,3.6642673,14.029472,10.173534,1936.7988,1.7329615354537964,142.785,192.885,122.74500000000002,175.1352,159.92157,0.3279803,0.13397211,13.116993,4.6902733,0.6694850051208138,0.3868855338397576,0.12567335979028374,0.07176155870786564,13.116992950439453,4.690273284912109,6.056403160095215,3.683645248413086,22981,18948,1319,385,4344,944,201,9,1886,482,0,0,0,0,0,0,8.1870545e-05,5.4439406e-05,0.00017013648,4.636411e-05,3.309032e-05,1.3644308e-05,0.00062683533,0.00054842455,4.3799996e-06,1.803468e-06,11.369946,32.795727
7.0,[260],[259],16.769045,10.286830144803881,99128.016,27.262402,,0.01648492,-0.0045180344,-6.4866796,-2.7774618,0.20698883,0.08681923,40.81364,39.67644,32,0,2.6951161815846953,3.667009,3.6636071,14.765395,11.912471,1929.6969,1.8130745887756348,162.825,192.885,122.74500000000002,173.93013,156.82607,0.33403626,0.17293441,10.807208,4.8066263,0.7011895252167266,0.4902499824535116,0.14160204565786322,0.10491236608791055,10.807208061218262,4.806626319885254,6.526905536651611,4.489079475402832,29861,12068,1339,214,4565,402,222,11,1967,195,0,0,0,0,0,0,7.102265e-05,3.1430558e-05,0.00017077272,5.2938714e-05,3.486174e-05,1.3050063e-05,0.0005939143,0.0005148519,4.242444e-06,2.6646383e-06,12.127434,25.80736
7.25,[257],[237],17.375212,10.723733023360923,99102.62,24.262558,,0.018872416,-0.001188331,-6.5440426,-2.73074,0.21673112,0.090074845,40.933216,39.63798,34,0,0.7570252443882522,3.6673949,3.663591,14.733222,9.824668,1937.0105,1.9141030311584473,162.825,192.885,142.785,181.75807,159.71695,0.30864254,0.119714946,12.543103,4.092209,0.6961911965942059,0.4041091272993503,0.11660238648886129,0.057595491365069765,12.543103218078613,4.0922088623046875,6.63226318359375,2.667469024658203,29861,12068,1607,153,4606,297,266,0,1941,161,0,0,0,0,0,0,7.6687356e-05,3.8267826e-05,0.00017604859,3.571579e-05,3.4808258e-05,8.506429e-06,0.0006483295,0.00050101173,3.9545175e-06,1.7853016e-06,10.739787,34.056534
7.5,[256],[235],17.815325,10.683776319270232,99141.74,28.492832,,0.016741762,-0.003194779,-5.031734,-3.3396416,0.20633528,0.08955408,40.76144,39.54592,45,0,0.8295178215422887,3.666137,3.663665,14.381072,8.767822,1947.201,1.9514802694320679,182.86499999999998,192.885,122.74500000000002,179.34218,155.5066,0.33718714,0.10866041,14.197897,3.4753284,0.7134383067360546,0.2803569479466004,0.10598020563295743,0.06997435068149155,14.197896957397461,2.5061116218566895,5.928869247436523,3.4753284454345703,37673,4256,1610,35,6018,101,360,0,2197,55,0,0,0,0,0,0,8.399735e-05,4.957607e-05,0.00018163274,1.6263113e-05,3.8228845e-05,2.2898837e-06,0.00056301476,0.0006526497,4.363219e-06,1.002471e-06,9.422557,31.71809
7.75,[252],[232],18.540903,10.74161951926165,99092.32,28.77757,,0.013010521,,-6.358354,,0.171616,,40.383583,,47,0,0.8292695850475232,3.6657298,,15.140033,,,2.013408899307251,222.945,222.945,122.74500000000002,170.50296,,0.3337589,,18.48121,,0.7328597195419502,,0.12406053946870155,,18.481210708618164,,5.402628421783447,,55997,0,2087,0,6213,0,358,0,2530,0,0,0,0,0,0,0,8.068727e-05,,0.0001696225,,3.5017343e-05,,0.0006564958,,4.01116e-06,,,41.479553
8.0,[247],[266],17.744377,10.023051520663318,99094.27,24.32991,,0.015865142,,-6.5931005,,0.20041552,,40.5976,,53,0,1.1050535854941619,3.665702,,14.375625,,,1.980466604232788,202.905,202.905,112.725,165.93773,,0.38781083,,21.637539,,0.78877207760271,,0.1342085581623252,,21.63753890991211,,12.37986946105957,,46393,0,2000,0,6559,0,406,0,2697,0,0,0,0,0,0,0,9.0400164e-05,,0.00018870948,,4.0346542e-05,,0.00063793815,,4.396898e-06,,,51.50598
8.25,[249],[263],17.8535,10.228979849571255,99130.46,33.98538,,0.01813589,,-8.058814,,0.21615648,,40.662193,,71,0,1.2887588449470466,3.6656682,,15.526238,,,1.9125347137451172,202.905,202.905,112.725,168.55711,,0.41414338,,19.915815,,0.7868934579793226,,0.1470620623142831,,19.915815353393555,,6.236092567443848,,46393,0,2091,0,7993,0,452,0,3090,0,0,0,0,0,0,0,9.461874e-05,,0.00019898675,,4.2250373e-05,,0.0006080811,,4.4647854e-06,,,40.334118
8.5,[264],[253],19.823215,10.945516028824974,99133.266,25.935028,20.293816,0.030790593,0.0032269687,-5.8310814,-3.6723063,0.2752039,0.13166577,41.40397,39.899063,41,5,2.068964436988296,3.6664553,3.664231,13.994685,12.957331,1934.8762,1.9238735437393188,162.825,192.885,22.545,185.70483,162.32439,0.43593326,0.2545584,23.855024,7.5786543,0.8589202755864073,0.5653323136733899,0.159265218091018,0.10282236128251598,23.855024337768555,7.5786542892456055,7.1354875564575195,5.880778789520264,29861,12068,2078,254,6928,1061,319,33,2634,403,0,0,323,0,0,0,7.93808e-05,7.025988e-05,0.00022244907,4.2335894e-05,3.8438e-05,2.6984922e-05,0.0006343712,0.00066440424,4.2296383e-06,3.811207e-06,20.011503,60.54684
8.75,[254],[262],18.61737,10.34060629776546,99109.52,30.378323,,0.023929294,,-5.672729,,0.2404143,,41.014618,,60,0,2.221422101461989,3.666404,,14.025639,,,1.9388314485549927,192.885,192.885,152.805,174.27934,,0.36758825,,15.088178,,0.7802487939709687,,0.14516614756088,,15.088177680969238,,9.198908805847168,,41929,0,2868,0,7632,0,336,0,3050,0,0,0,334,0,0,0,8.428721e-05,,0.00020706124,,3.6888632e-05,,0.00064564554,,4.0217965e-06,,,39.03989
9.0,[260],[248],19.623932,10.882155406169403,99017.03,27.226866,,0.02443683,-0.004900555,-6.20403,-2.4384625,0.26524758,0.11365478,41.120506,39.533882,68,0,1.066567629396602,3.6669242,3.6639383,14.044612,10.180619,1946.7273,1.9860470294952393,192.885,197.89499999999998,172.84500000000003,182.4885,154.92766,0.3863617,0.22911884,18.330847,5.046452,0.8180165645044766,0.7339606820502013,0.11855185034962,0.0894392795027393,18.330846786499023,5.046452045440674,5.100571632385254,3.809018135070801,41929,2180,2798,15,8899,102,457,2,3350,47,0,0,529,0,0,0,9.1273905e-05,6.495676e-05,0.0002085339,3.39627e-05,4.0039282e-05,2.6382859e-05,0.0006605874,0.00058523344,4.2752595e-06,2.9295818e-06,12.422254,48.048477
9.25,[240],[256],18.176277,10.390035814168503,99105.0,30.596434,21.868145,0.032388687,0.004815684,-5.6267033,-4.611365,0.30252934,0.14577052,41.39501,39.914814,56,6,1.0205892479400531,3.6663678,3.6648505,14.397748,11.562777,1935.8615,1.9671069383621216,172.845,192.885,142.785,180.64961,157.31366,0.4812961,0.14525916,16.943062,5.7888155,0.9313199632533555,0.372366320477657,0.15530506332056832,0.06632652328846532,16.94306182861328,5.788815498352051,7.599677085876465,2.200214147567749,33689,8240,2778,218,9181,594,555,16,3361,254,0,0,314,0,0,0,9.150318e-05,0.00010188399,0.00023695937,3.1872118e-05,4.039382e-05,2.8251687e-05,0.0006230356,0.0007162102,4.5343486e-06,2.60042e-06,16.319193,43.682564
9.5,[243],[257],19.736065,10.413945504988748,99095.9,31.12937,,0.032693062,0.0014121494,-5.668217,-3.132299,0.29186514,0.13505955,41.38571,39.60203,62,0,1.0610196241734255,3.6663024,3.6640904,14.396856,9.832188,1931.091,1.9781376123428345,182.86499999999998,192.885,172.84500000000003,181.23154,156.21281,0.446726,0.1300063,13.475502,5.51103,0.8913054965431797,0.4086976717385699,0.147741149344423,0.03904819934728201,13.475502014160156,5.511030197143555,9.29997444152832,1.2024972438812256,37673,4256,3211,68,9735,233,570,8,4061,87,0,0,0,0,0,0,8.638693e-05,7.412839e-05,0.00023170476,1.4900921e-05,3.724264e-05,1.33707745e-05,0.0006455771,0.0006329533,4.3542686e-06,2.0895284e-06,13.783463,29.5659
9.75,[265],[265],19.508936,10.38756135064502,99120.75,33.829273,,0.030009856,,-6.8377,,0.28043044,,41.319706,,60,0,3.8995145805328004,3.6663463,,15.143775,,,1.9849004745483398,192.885,192.885,152.805,180.37094,,0.41491795,,15.486852,,0.8927306634278397,,0.13989210920916462,,15.486851692199707,,7.265941619873047,,41929,0,3616,0,9286,0,568,0,4194,0,0,0,0,0,0,0,8.505977e-05,,0.00022845404,,3.626252e-05,,0.0006614112,,4.266107e-06,,,40.465416
10.0,[256],[263],20.060148,10.194520607099427,99059.664,29.53631,,0.03311966,,-6.7020607,,0.28665957,,41.366756,,59,0,2.929694700955969,3.6659737,,14.380204,,,2.0161709785461426,192.885,192.885,172.84500000000003,178.87875,,0.42686674,,17.764019,,0.9107825286982615,,0.14651368877962537,,17.764019012451172,,13.723638534545898,,41929,0,4021,0,9694,0,466,0,3723,0,0,0,620,0,0,0,8.217138e-05,,0.00023628451,,3.6055135e-05,,0.0006673493,,4.235031e-06,,,50.649387
10.25,[256],[256],20.201603,10.323711591665862,99113.54,27.834892,,0.022279108,,-6.012738,,0.23059382,,40.78116,,84,0,3.9385131879481796,3.6650681,,14.395809,,,2.050823211669922,242.98499999999999,242.98499999999999,212.925,169.52591,,0.3885981,,14.661883,,0.8691101380615863,,0.12658920248943523,,14.661883354187012,,7.136909484863281,,66533,0,4724,0,11080,0,573,0,4675,0,0,0,360,0,0,0,8.408044e-05,,0.00021939386,,3.636896e-05,,0.0006460474,,4.209187e-06,,,34.6635
10.5,[262],[259],20.647,10.352062299798746,99087.69,28.156372,,0.032600597,,-6.5006523,,0.28263307,,41.24003,,103,0,3.99982258118556,3.6652546,,14.380994,,,2.0724844932556152,212.92499999999998,212.92499999999998,202.905,178.71602,,0.43777236,,26.612415,,0.9172912819054,,0.13026056804572178,,26.612415313720703,,9.165820121765137,,51101,0,4378,0,11684,0,584,0,4102,0,0,0,752,0,0,0,8.591826e-05,,0.00023830522,,3.837851e-05,,0.0006309954,,4.373474e-06,,,59.266617
10.75,[268],[260],18.022839,10.51771210345272,99110.18,25.967987,,0.034929685,,-6.6626782,,0.2831645,,41.31398,,84,0,3.7133902095680673,3.6650672,,14.363009,,,2.075634241104126,212.92499999999998,212.92499999999998,172.84500000000003,178.54042,,0.44452012,,14.932983,,0.9505386103093509,,0.1572883744141605,,14.9329833984375,,7.077539443969727,,51101,0,4884,0,10924,0,739,0,4184,0,0,0,291,0,0,0,8.629887e-05,,0.0002479552,,3.839969e-05,,0.00063847273,,4.35067e-06,,,38.473255
11.0,[252],[281],19.468409,9.363236233192385,99065.086,24.802721,,0.030433508,,-6.035227,,0.26338756,,40.952957,,82,0,1.9471092811949013,3.6648905,,14.370274,,,2.104163408279419,232.965,232.965,112.725,161.4906,,0.44459614,,19.607195,,0.9251246631977041,,0.1388625562750735,,19.607194900512695,,8.28178596496582,,61141,0,5125,0,12536,0,786,0,4760,0,0,0,364,0,0,0,9.213314e-05,,0.00025190655,,3.9478567e-05,,0.0006406987,,4.343708e-06,,,49.161255
11.25,[252],[252],20.776112,10.516881118443878,99101.195,27.251049,,0.028140388,,-5.7742047,,0.2577334,,40.897198,,106,0,1.272890265251478,3.6647582,,14.421953,,,2.094858407974243,253.005,253.005,232.965,171.14801,,0.45605516,,15.048745,,0.9494390465726636,,0.14663952468868705,,15.048745155334473,,11.816511154174805,,72137,0,5878,0,14459,0,835,0,5124,0,0,0,866,0,0,0,9.008255e-05,,0.00023799783,,4.0073697e-05,,0.0006250434,,4.4132908e-06,,,37.24516
