hours_after_init,x_center,y_center,vmax_3D,vmax_2D,min_pres,t2,w_max_inner,w_max_outer,w_mean_lower_inner,w_mean_lower_outer,w_mean_upper_inner,w_mean_upper_outer,w_mean_inner,w_mean_outer,w_min_inner,w_min_outer,w_mean_upward_inner,w_mean_upward_outer,pw_inner,pw_outer,updrafts_inner,updrafts_outer,inflow_strength,melt_level_inner,melt_level_outer,echo_top_inner,echo_top_outer,cape_outer,cloud_base_height,lcl_pdiff,theta_e,theta_e_inner,theta_e_outer,rinner_v,router_v,rinner_p,LHF_inner,LHF_outer,precip_inner_v,precip_outer_v,precip_max_inner_v,precip_max_outer_v,precip_sum_inner_v,precip_sum_outer_v,conv_precip_inner,conv_precip_outer,strat_precip_inner,strat_precip_outer,conv_precip_max_inner,conv_precip_max_outer,strat_precip_max_inner,strat_precip_max_outer,inner_count,outer_count,strat_count_inner,strat_count_outer,conv_count_inner,conv_count_outer,dcc_count_inner,dcc_count_outer,occ_count_inner,occ_count_outer,wcc_count_inner,wcc_count_outer,dwcc_count_inner,dwcc_count_outer,bsr_count_inner,bsr_count_outer,qr_mean_inner,qr_mean_outer,qs_mean_inner,qs_mean_outer,qg_mean_inner,qg_mean_outer,qc_mean_inner,qc_mean_outer,qi_mean_inner,qi_mean_outer,ni_mean_inner,ni_mean_outer,nr_mean_inner,nr_mean_outer,nc_mean_inner,nc_mean_outer,PE_max_outer,PE_max_inner
0.25,[250],[250],10.694229,10.686344561723311,99161.59,297.0083,,,0.00027725878,3.8724946e-05,0.00045676285,-2.1714284e-05,0.00041112662,-6.348385e-06,-0.030770835,-0.016147837,0.0027801027,0.0014520675,39.0765,38.633648,0,0,0.005617459699144386,3.6679075,3.665329,0.19962688,0.1990756,1976.6223,,,342.10675,344.1974,343.15286,202.905,232.965,583.665,154.49544,137.0851,7.471824e-05,0.000136295,0.00020094584,0.00025136984,0.32039183,0.5479059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46393,14748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.00070982776,0.0005660905
0.5,[251],[250],10.540868,10.486417518947718,99164.945,296.99268,,,0.00043951996,9.763439e-05,0.00038116905,0.00033038872,0.00039600386,0.00027121388,-0.023971291,-0.013654491,0.002257043,0.0020912746,39.13515,38.69085,0,0,0.00907933365118574,3.6679173,3.6653798,0.19962944,0.19912799,2049.2854,,,342.24503,344.45975,343.43372,202.905,227.95499999999998,4.509,148.24127,133.31767,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46393,12168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
0.75,[251],[251],10.479621,10.329897077965649,99170.664,296.97745,,,0.0006707563,3.124309e-05,0.00061766454,0.0004974073,0.00063116313,0.00037889092,-0.04051896,-0.024689313,0.002330922,0.0020725806,39.237083,38.764877,0,0,0.01878356211429164,3.6681745,3.6655297,0.1996342,0.19917372,2121.924,,,342.378,344.79102,343.7493,192.885,222.945,4.509,143.68053,131.73055,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41929,14068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.0,[251],[250],10.459003,10.214217725690904,99178.66,296.9576,,,0.0008219662,-0.00019396626,0.00016034418,-0.0001325172,0.00032855323,-0.00014813979,-0.040470224,-0.026873177,0.0022493515,0.0019509888,39.301517,38.817924,0,0,0.023083256908559995,3.668171,3.6655974,0.19963838,0.19919066,2182.45,,,342.50238,344.99792,343.9728,192.885,217.935,4.509,139.16306,128.80809,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41929,11576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.25,[251],[251],10.477193,10.127118654740162,99175.74,296.93542,,,0.00096580345,-0.00019202026,-0.00055359886,-0.0009019153,-0.00016731033,-0.00072143355,-0.030947745,-0.030850213,0.0020871726,0.0017938314,39.363445,38.859077,0,0,0.0439545246907058,3.6680102,3.6655056,0.1996367,0.1991954,2235.9844,,,342.622,345.18234,344.13974,192.885,217.935,4.509,135.39017,125.4583,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41929,11576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.5,[251],[250],10.510746,10.063940402788994,99173.805,296.91455,,,0.00088607334,-0.00016322652,-0.0018587419,-0.0020790729,-0.0011609071,-0.0015919935,-0.046674155,-0.033908203,0.0021181535,0.0019350251,39.42694,38.90585,0,0,0.028500024400413153,3.6678648,3.6654441,0.19963668,0.1992022,2290.7012,,,342.74173,345.36316,344.33823,192.885,212.92499999999998,4.509,132.0819,123.220566,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41929,9172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.75,[252],[250],10.567785,10.01897439280689,99174.97,296.89758,,,0.00073503656,-8.194749e-05,-0.0031983885,-0.0019400979,-0.0021983648,-0.0014676872,-0.041750446,-0.03692697,0.002130755,0.0018249166,39.489826,38.942364,0,0,0.033073116934807495,3.6677468,3.6653807,0.19963859,0.19922192,2336.8398,,,342.8554,345.5132,344.48462,192.885,212.92499999999998,4.509,129.47878,120.579315,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41929,9172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2.0,[252],[251],10.633803,9.991640650906325,99171.375,296.88617,,,0.0009627253,-0.00020616522,-0.0034947414,-0.002085063,-0.0023614876,-0.001607377,-0.032194678,-0.037449107,0.002410529,0.0020037233,39.61739,38.98853,0,0,0.05065427525683066,3.6678238,3.665492,0.1996373,0.19926219,2378.9668,,,342.9504,345.6678,344.6569,182.86499999999998,207.915,4.509,128.74568,121.10197,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37673,11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2.25,[252],[251],10.708657,9.980958668208213,99172.46,296.8819,,,0.00134978,-0.000110612746,-0.0020051727,-0.002831636,-0.0011522186,-0.0021398503,-0.03371734,-0.025493257,0.0025384629,0.002148494,39.68972,39.021763,0,0,0.07411523571212347,3.6676471,3.665422,0.19964267,0.19926567,2393.3906,,,342.99396,345.47522,344.6305,182.86499999999998,207.915,4.509,131.00862,120.757484,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37673,11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2.5,[253],[250],10.801126,9.989246228645587,99174.86,296.88235,,,0.0017618795,0.0006375069,-0.00037747994,0.00026603715,0.00016642544,0.00036047903,-0.031170525,-0.024494294,0.002594113,0.0027594964,39.770657,39.06829,0,0,0.0920149719369167,3.6674533,3.6653419,0.19963801,0.19925416,2353.6865,,,342.9888,345.19196,344.3095,182.86499999999998,202.905,4.509,134.72095,125.29906,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37673,8720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2.75,[251],[251],10.884868,9.97341779822134,99178.5,296.8853,,,0.0022624738,0.0013697427,0.0016698566,0.0014976219,0.0018205219,0.0014651107,-0.04117246,-0.025113454,0.003994494,0.003955102,39.86069,39.115726,0,0,0.11694691299226473,3.6672015,3.665154,0.19964923,0.19921634,2268.8176,,,342.95056,344.96112,343.7426,182.86499999999998,202.905,468.936,137.27426,131.49759,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37673,8720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3.0,[252],[251],10.961222,9.986112359141515,99189.22,296.89276,,,0.002654108,0.0015576734,0.0024929584,0.0012423894,0.0025339292,0.0013225455,-0.0423677,-0.030849712,0.0048464853,0.00406615,40.036724,39.22367,0,0,0.12195738684077781,3.667106,3.6650612,0.19965641,0.1991987,2206.9436,,,342.8906,344.8128,343.36658,172.845,202.905,4.509,141.18617,137.97873,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33689,12704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3.25,[252],[252],11.048693,9.987982071135654,99199.55,296.90268,,,0.0024575924,0.00123221,0.0016442392,0.00030454018,0.0018510226,0.00054038747,-0.04623404,-0.050157208,0.005547201,0.0045135105,40.14558,39.29099,0,0,0.11808910420998647,3.6667564,3.6648312,0.19965728,0.19920531,2144.2786,,,342.8232,344.5483,343.05545,172.845,202.905,4.509,144.5572,141.35318,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33689,12704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3.5,[253],[251],11.149802,10.005642743150064,99208.734,296.91376,,,0.0016375332,0.0010360586,-0.0010046914,5.0726205e-05,-0.00033293912,0.00030123504,-0.07244383,-0.0826252,0.0047172224,0.0046991897,40.25333,39.36158,0,0,0.12691674414948384,3.6663826,3.664577,0.19966444,0.19922616,2107.942,0.9886524677276611,,342.7548,344.29233,342.8993,172.845,202.905,4.509,148.04,142.93266,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33689,12704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1.9932047e-07,,,,,,,,3026174.0,,,
3.75,[251],[252],11.2455435,9.95944708240919,99216.7,296.92484,,,0.0008376536,0.0008425096,-0.0019785583,-0.0021957902,-0.0012625718,-0.0014233415,-0.087593436,-0.07779019,0.004648434,0.0038399068,40.354996,39.42604,0,0,0.1136233701718991,3.6659753,3.6642725,0.19964196,0.19925004,2091.0166,0.9893428087234497,44.46753,342.69162,344.07254,342.82516,172.845,202.905,468.936,150.02545,143.04346,,,,,0.0,0.0,,,,,,,,,33689,12704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.549244e-10,,,,,,8.324592e-06,3.956981e-06,,,,,0.00472712,,20805280.0,6060004.0,,
4.0,[252],[252],11.317505,9.960562509938706,99222.164,296.93655,,,-0.00020694616,0.00042906124,-0.002841365,-0.0032077492,-0.002171597,-0.0022831364,-0.11526267,-0.12936357,0.0052028443,0.0044155456,40.447018,39.518444,0,0,0.23032713665031987,3.6655831,3.6639526,0.19962795,0.199252,2089.8445,0.9889485836029053,,342.61606,343.88135,342.82422,172.845,197.89499999999998,4.509,152.66418,144.24046,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33689,10420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.735884e-09,5.6894334e-09,,,,,1.9777124e-05,2.3080982e-05,,,,,0.025271071,0.0350882,33400324.0,9784961.0,,
4.25,[253],[252],11.463176,9.962809145943192,99225.19,296.95032,,,-0.001357498,-0.0003337704,-0.003239202,-0.0026743466,-0.0027608036,-0.0020792854,-0.4570104,-0.15598068,0.0065118885,0.0051231384,40.52546,39.584446,0,0,0.24578434826077325,3.665238,3.6635718,0.19962224,0.1992402,2072.385,0.9907950162887573,,342.5147,343.72137,342.7343,172.845,197.89499999999998,4.509,154.86797,145.35449,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33689,10420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.938784e-09,9.652429e-09,,,,,4.2527456e-05,4.5188233e-05,,,,,0.057734467,0.065305464,40328100.0,21559464.0,,
4.5,[243],[230],11.615025,9.71266328458821,99202.016,296.96738,,,-0.0019957982,,-0.0030729547,,-0.002799102,,-2.7659142,,0.008370178,,40.214424,,0,0,0.01233037697150891,3.6644008,,0.19961332,,,1.0248286724090576,43.768852,342.3791,343.24435,,212.92499999999998,212.92499999999998,583.665,150.08914,,0.0003529852,,0.003435812,,0.021179112,0.0,0.00015809634671371252,,0.00041794814217454077,,0.0005570232751779258,,0.003435811959207058,,51101,0,13,0,26,0,0,0,7,0,0,0,0,0,0,0,2.0993438e-07,,,,,,0.000109375695,,,,,,1.1086311,,83468310.0,,,0.009234812
4.75,[269],[253],12.803869,9.962712817721897,99181.86,296.98746,21.739424,,-0.002676169,-0.0036378906,-0.0019962098,-0.003453716,-0.0021690794,-0.003500538,-4.3185472,-1.111368,0.02299078,0.008541612,40.48385,39.688625,4,0,0.5889763232077234,3.6653066,3.662924,9.503242,0.19922723,2014.7798,1.0734578371047974,46.21541,342.2067,343.48184,342.48053,182.86499999999998,192.885,102.70500000000001,157.88092,148.27776,0.050564025,0.00014651302,2.802385,0.001465124,52.283203,0.0014651301,0.1350583754521812,1.254162440567086e-09,0.0006473677183824646,0.0001627920948947155,2.802385091781616,1.254162440567086e-09,0.01739223301410675,0.0014651239616796374,37673,4256,146,0,490,1,14,0,201,0,0,0,0,0,0,0,3.6324484e-05,5.71626e-08,2.1405762e-05,,0.000110766065,,0.00029127533,0.00011545706,6.343089e-06,,854005.25,,69.80577,0.4874267,170152900.0,110749850.0,0.0039955718,6.588772
5.0,[248],[236],14.25011,9.891698919950317,99173.33,297.0097,38.18708,,-0.0023671293,-0.004807603,-0.0012724329,-0.0023649577,-0.001550744,-0.0029859701,-5.556178,-0.9166343,0.07349067,0.0070287837,40.37538,39.65052,43,0,0.2982502962388152,3.6695395,3.6627777,13.712456,0.19924323,1999.3766,1.109399676322937,47.543514,341.99496,343.4475,342.3914,182.86499999999998,192.885,102.70500000000001,155.44554,147.17648,0.26039463,0.0027995822,12.646935,0.0057146116,1074.6487,0.027995823,0.46551608123769656,,0.00718572682089254,0.00279958247332055,12.64693546295166,,1.2929322719573975,0.005714611615985632,37673,4256,278,0,3028,1,93,0,1052,0,0,0,0,0,0,0,0.000149985,4.5999386e-08,8.612145e-05,,9.117394e-05,,0.00040030206,0.0001014127,8.659912e-06,,1912074.0,,274.49673,0.30809632,179970860.0,93705720.0,0.015423028,29.311672
5.25,[227],[250],17.85794,9.430547925578805,99125.234,297.03174,29.392551,,-0.0019596259,,-0.00015209362,,-0.0006116362,,-6.47261,,0.09712719,,40.10296,,29,0,0.6133724715690407,3.6708915,,14.377074,,,1.1980026960372925,49.012222,341.7531,343.09384,,202.905,202.905,32.565,148.17918,,0.4779784,,19.298721,,3926.5925,0.0,0.9893971732936754,,0.0650175476526223,,19.298721313476562,,7.599690914154053,,46393,0,561,0,4610,0,211,0,1529,0,0,0,0,0,0,0,9.292561e-05,,0.00012277479,,6.872142e-05,,0.0004947276,,8.351049e-06,,2338572.5,,197.20479,,226710180.0,,,48.57608
5.5,[263],[238],17.654848,10.33381956336142,99086.78,297.0505,24.736555,,0.0027548734,-0.013499421,0.0030708353,-0.0065432033,0.0029905052,-0.008311747,-5.0839543,-2.4528556,0.13222167,0.03714221,40.105934,39.551903,21,0,0.8103970170039537,3.6712222,3.664097,14.019948,6.6177278,1985.37,1.396583914756775,52.37418,341.51797,343.2425,342.47656,182.86499999999998,187.875,62.62500000000001,164.29112,149.8753,0.31837904,0.0329181,13.23162,0.9322981,4048.8264,6.682374,0.5986202533137442,0.06323863530290806,0.08249752348296638,0.009716296060620409,13.231619834899902,0.9322981238365173,8.010350227355957,0.18160630762577057,37673,2092,1368,49,6934,110,187,0,2750,38,0,0,0,0,0,0,9.35627e-05,5.0887786e-05,0.00014426971,2.9324191e-08,4.903675e-05,4.155826e-06,0.0006250329,0.0005857855,6.6450843e-06,6.125244e-08,2361204.5,6284.7544,173.41435,85.296486,268253810.0,296018140.0,2.3794475,34.967087
5.75,[250],[271],17.16701,9.738081707185877,99138.35,297.06284,23.25704,,0.00798317,,0.005292074,,0.0059762527,,-4.459834,,0.13023323,,39.95987,,17,0,1.431310767834565,3.6692088,,12.965373,,,1.5354795455932617,52.993576,341.3157,342.91055,,192.885,192.885,22.545,156.24716,,0.31147295,,9.546162,,5590.628,0.0,0.5928267317578129,,0.13268835454419386,,9.546161651611328,,6.847427845001221,,41929,0,2146,0,7575,0,181,0,3713,0,0,0,0,0,0,0,8.328852e-05,,0.00014270171,,3.817145e-05,,0.00059459655,,5.4602187e-06,,2013713.8,,169.05077,,245558770.0,,,22.645908
6.0,[239],[265],16.213957,9.767799841489829,99054.56,297.07104,24.51411,,0.014131401,,0.0076928553,,0.009329766,,-4.775052,,0.13432975,,40.01414,,21,0,0.5049488890210647,3.6682484,,13.669705,,,1.5857443809509277,53.373287,341.14258,342.7614,,192.885,192.885,22.545,157.0425,,0.27747408,,10.822919,,5489.2695,0.0,0.6520086709127084,,0.14213956840607309,,10.822918891906738,,6.561217784881592,,41929,0,2410,0,5514,0,171,0,2867,0,0,0,0,0,0,0,6.7574445e-05,,0.00013817765,,3.202147e-05,,0.00057769346,,4.6210776e-06,,1813817.6,,164.74817,,247742530.0,,,26.254713
6.25,[252],[272],16.380508,9.730732406692944,99120.305,297.07718,25.49864,,0.014209795,,0.0078060976,,0.009434153,,-4.609253,,0.13503394,,40.035877,,14,0,1.5232332185400475,3.667846,,14.031737,,,1.6398197412490845,53.49316,341.00385,342.57608,,202.905,202.905,62.62500000000001,157.83911,,0.23614718,,11.934186,,4678.0757,0.0,0.6453405020056535,,0.09748163353268657,,11.934185981750488,,8.741751670837402,,46393,0,1965,0,5302,0,188,0,2584,0,0,0,0,0,0,0,5.9726506e-05,,0.00013991568,,2.9199275e-05,,0.0005789999,,4.4525946e-06,,1786271.2,,175.0444,,261852670.0,,,29.333002
6.5,[262],[258],17.59998,10.34601726624125,99063.4,297.08136,27.837109,,0.020426374,0.0075952355,0.0082875965,0.004415377,0.01137373,0.0052238144,-5.299018,-3.2201335,0.1801257,0.08594914,40.60583,39.4872,19,0,2.0244793920283817,3.6694136,3.6649795,13.3298855,10.525809,1920.6283,1.674220085144043,53.90805,340.90686,342.7742,342.2551,162.825,192.885,42.585,172.28564,156.75801,0.26046526,0.13156636,8.887139,5.241083,3419.388,459.29816,0.6084837821779154,0.3812806153706597,0.11193042927488643,0.07203886531822734,8.887139320373535,5.241083145141602,7.2876176834106445,3.5956966876983643,29861,12068,1346,312,4091,703,152,6,2038,368,0,0,0,0,0,0,6.6147106e-05,4.0372353e-05,0.0001513748,5.45309e-05,2.9363662e-05,1.3147778e-05,0.0006317693,0.00059503585,4.0267537e-06,2.4966248e-06,1685810.9,700638.0,220.22481,108.68969,281270050.0,280743170.0,13.738483,23.322937
6.75,[259],[256],17.92542,10.327264071772339,99126.055,297.08408,27.081455,17.00645,0.023643058,0.010384076,0.015351114,-0.0039470647,0.017459225,-0.00030355554,-5.348983,-3.4581852,0.22096251,0.0907769,40.927822,39.71522,27,2,2.0229333064388575,3.6705995,3.6642673,14.029472,10.173534,1936.7988,1.7329615354537964,54.16107,340.8365,342.7353,342.3417,142.785,192.885,122.74500000000002,175.1352,159.92157,0.3279803,0.13397211,13.116993,4.6902733,3490.3665,591.08496,0.6694850051208138,0.3868855338397576,0.12567335979028374,0.07176155870786564,13.116992950439453,4.690273284912109,6.056403160095215,3.683645248413086,22981,18948,1319,385,4344,944,201,9,1886,482,0,0,0,0,0,0,8.1870545e-05,5.4439406e-05,0.00017013648,4.636411e-05,3.309032e-05,1.3644308e-05,0.00062683533,0.00054842455,4.3799996e-06,1.803468e-06,1731592.2,583867.8,292.16168,151.87524,269672670.0,255736350.0,11.369946,32.795727
7.0,[260],[259],16.769045,10.286830144803881,99128.016,297.08548,27.227371,,0.02143778,0.006715161,0.014781446,-0.008378085,0.016473735,-0.004540819,-5.9217052,-2.6909003,0.20202865,0.08443185,40.81364,39.67644,32,0,2.6951161776176513,3.667009,3.6636071,14.765395,11.912471,1929.6969,1.8130745887756348,55.296757,340.78165,342.59238,342.21494,162.825,192.885,122.74500000000002,173.93013,156.82607,0.33403626,0.17293441,10.807208,4.8066263,4072.9043,368.3503,0.7011895252167266,0.4902499824535116,0.14160204565786322,0.10491236608791055,10.807208061218262,4.806626319885254,6.526905536651611,4.489079475402832,29861,12068,1339,214,4565,402,222,11,1967,195,0,0,0,0,0,0,7.102265e-05,3.1430558e-05,0.00017077272,5.2938714e-05,3.486174e-05,1.3050063e-05,0.0005939143,0.0005148519,4.242444e-06,2.6646383e-06,1675442.4,775085.75,310.17035,160.30162,277791840.0,252099840.0,12.127434,25.80736
7.25,[257],[237],17.375212,10.723733023360923,99102.62,297.08682,24.226362,,0.024718294,0.0011673917,0.016860629,-0.0020526801,0.018858343,-0.001234018,-5.9833055,-2.6655326,0.21123438,0.08767656,40.933216,39.63798,29,0,0.7604225562618867,3.6673949,3.663591,14.733222,9.824668,1937.0105,1.9141030311584473,56.112457,340.74408,342.5816,342.2694,162.825,192.885,142.785,181.75807,159.71695,0.30864254,0.119714946,12.543103,4.092209,3919.7603,183.64273,0.6961911965942059,0.4041091272993503,0.11660238648886129,0.057595491365069765,12.543103218078613,4.0922088623046875,6.63226318359375,2.667469024658203,29861,12068,1607,153,4606,297,266,0,1941,161,0,0,0,0,0,0,7.6687356e-05,3.8267826e-05,0.00017604859,3.571579e-05,3.4808258e-05,8.506429e-06,0.0006483295,0.00050101173,3.9545175e-06,1.7853016e-06,1560864.1,508139.0,354.67053,159.40836,293532000.0,313061400.0,10.739787,34.056534
7.5,[256],[235],17.815325,10.68562126208928,99141.74,297.08795,28.19971,,0.022246284,0.002484006,0.014862457,-0.0051595927,0.016739702,-0.0032163071,-4.9138846,-3.2169952,0.20108576,0.08686382,40.76144,39.54592,43,0,0.8295179664450052,3.666137,3.663665,14.381072,8.767822,1947.201,1.9514802694320679,56.19043,340.72543,342.48605,342.25165,182.86499999999998,192.885,122.74500000000002,179.34218,155.5066,0.33718714,0.10866041,14.197897,3.4753284,4790.0806,52.591637,0.7134383067360546,0.2803569479466004,0.10598020563295743,0.06997435068149155,14.197896957397461,2.5061116218566895,5.928869247436523,3.4753284454345703,37673,4256,1610,35,6018,101,360,0,2197,55,0,0,0,0,0,0,8.399735e-05,4.957607e-05,0.00018163274,1.6263113e-05,3.8228845e-05,2.2898837e-06,0.00056301476,0.0006526497,4.363219e-06,1.002471e-06,1648238.0,184745.73,378.97275,150.18332,290546500.0,376045380.0,9.422557,31.71809
7.75,[252],[232],18.540903,10.74161951926165,99092.32,297.08975,28.690453,,0.017252436,,0.011556936,,0.013004958,,-6.3105254,,0.16710539,,40.383583,,43,0,0.8292697456941757,3.6657298,,15.140033,,,2.013408899307251,56.353134,340.71628,342.3109,,222.945,222.945,122.74500000000002,170.50296,,0.3337589,,18.48121,,5516.3667,0.0,0.7328597195419502,,0.12406053946870155,,18.481210708618164,,5.402628421783447,,55997,0,2087,0,6213,0,358,0,2530,0,0,0,0,0,0,0,8.068727e-05,,0.0001696225,,3.5017343e-05,,0.0006564958,,4.01116e-06,,1591497.6,,389.44897,,320679400.0,,,41.479553
8.0,[247],[266],17.744377,10.023051520663318,99094.27,297.09402,24.241232,,0.019791938,,0.014515631,,0.015857039,,-6.5234404,,0.19544947,,40.5976,,48,0,1.1050536634332546,3.665702,,14.375625,,,1.980466604232788,55.772015,340.71423,342.2188,,202.905,202.905,112.725,165.93773,,0.38781083,,21.637539,,6099.8765,0.0,0.78877207760271,,0.1342085581623252,,21.63753890991211,,12.37986946105957,,46393,0,2000,0,6559,0,406,0,2697,0,0,0,0,0,0,0,9.0400164e-05,,0.00018870948,,4.0346542e-05,,0.00063793815,,4.396898e-06,,1706438.0,,432.30243,,307071140.0,,,51.50598
8.25,[249],[263],17.8535,10.228979849571255,99130.46,297.09897,33.92239,,0.021796437,,0.016872372,,0.018124256,,-7.6888847,,0.21112952,,40.662193,,67,0,1.288758953114629,3.6656682,,15.526238,,,1.9125347137451172,55.063526,340.71677,342.18777,,202.905,202.905,112.725,168.55711,,0.41414338,,19.915815,,7149.3574,0.0,0.7868934579793226,,0.1470620623142831,,19.915815353393555,,6.236092567443848,,46393,0,2091,0,7993,0,452,0,3090,0,0,0,0,0,0,0,9.461874e-05,,0.00019898675,,4.2250373e-05,,0.0006080811,,4.4647854e-06,,1769238.9,,436.6577,,299133540.0,,,40.334118
8.5,[264],[253],19.823215,10.940928231136432,99133.266,297.10568,25.610748,19.946579,0.0366024,0.0053070257,0.028798189,0.0024735397,0.030782323,0.003193919,-5.6129055,-3.548552,0.2686394,0.12820616,41.40397,39.899063,40,5,2.0689643662179606,3.6664553,3.664231,13.994685,12.957331,1934.8762,1.9238735437393188,54.769825,340.72128,342.2097,342.2524,162.825,192.885,22.545,185.70483,162.32439,0.43593326,0.2545584,23.855024,7.5786543,7066.478,661.0882,0.8589202755864073,0.5653323136733899,0.159265218091018,0.10282236128251598,23.855024337768555,7.5786542892456055,7.1354875564575195,5.880778789520264,29861,12068,2078,254,6928,1061,319,33,2634,403,0,0,323,0,0,0,7.93808e-05,7.025988e-05,0.00022244907,4.2335894e-05,3.8438e-05,2.6984922e-05,0.0006343712,0.00066440424,4.2296383e-06,3.811207e-06,1784219.1,1179015.2,454.76172,166.84064,307065440.0,314724800.0,20.011503,60.54684
8.75,[254],[262],18.61737,10.34060629776546,99109.52,297.11417,30.282925,,0.02970204,,0.021922497,,0.023900345,,-5.4651966,,0.23489286,,41.014618,,59,0,2.22142211160593,3.666404,,14.025639,,,1.9388314485549927,54.67921,340.72186,342.0606,,192.885,192.885,152.805,174.27934,,0.36758825,,15.088178,,7094.0854,0.0,0.7802487939709687,,0.14516614756088,,15.088177680969238,,9.198908805847168,,41929,0,2868,0,7632,0,336,0,3050,0,0,0,334,0,0,0,8.428721e-05,,0.00020706124,,3.6888632e-05,,0.00064564554,,4.0217965e-06,,1711191.4,,454.12317,,324281730.0,,,39.03989
9.0,[260],[248],19.623932,10.882155406169403,99017.03,297.1231,27.112415,,0.029649293,0.0008857133,0.022629384,-0.006897905,0.024414107,-0.0049190195,-6.039305,-2.3935332,0.2592341,0.110540725,41.120506,39.533882,58,0,1.0665678036732482,3.6669242,3.6639383,14.044612,10.180619,1946.7273,1.9860470294952393,54.010353,340.72754,342.0934,342.16626,192.885,197.89499999999998,172.84500000000003,182.4885,154.92766,0.3863617,0.22911884,18.330847,5.046452,8263.504,74.00539,0.8180165645044766,0.7339606820502013,0.11855185034962,0.0894392795027393,18.330846786499023,5.046452045440674,5.100571632385254,3.809018135070801,41929,2180,2798,15,8899,102,457,2,3350,47,0,0,529,0,0,0,9.1273905e-05,6.495676e-05,0.0002085339,3.39627e-05,4.0039282e-05,2.6382859e-05,0.0006605874,0.00058523344,4.2752595e-06,2.9295818e-06,1750042.2,509015.25,473.80148,130.4268,321856420.0,284125470.0,12.422254,48.048477
9.25,[240],[256],18.176277,10.390274000561927,99105.0,297.1303,30.161396,21.700626,0.034632515,0.021664808,0.03161214,-0.0009416307,0.03238003,0.0048057665,-5.532688,-4.5049963,0.29569736,0.14202979,41.39501,39.914814,52,6,1.0205893858098807,3.6663678,3.6648505,14.397748,11.562777,1935.8615,1.9671069383621216,54.042675,340.7258,341.82205,342.2332,172.845,192.885,142.785,180.64961,157.31366,0.4812961,0.14525916,16.943062,5.7888155,9566.723,284.41742,0.9313199632533555,0.372366320477657,0.15530506332056832,0.06632652328846532,16.94306182861328,5.788815498352051,7.599677085876465,2.200214147567749,33689,8240,2778,218,9181,594,555,16,3361,254,0,0,314,0,0,0,9.150318e-05,0.00010188399,0.00023695937,3.1872118e-05,4.039382e-05,2.8251687e-05,0.0006230356,0.0007162102,4.5343486e-06,2.60042e-06,1876040.1,703285.25,511.83844,271.5544,308355460.0,370983580.0,16.319193,43.682564
